PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37165032","Adeno-associated virus vectors and neurotoxicity-lessons from preclinical and human studies","Stone D, Aubert M, Jerome KR.","Gene Ther. 2023 May 10. doi: 10.1038/s41434-023-00405-1. Online ahead of print.","Stone D","Gene Ther","2023","2023/05/10","","","10.1038/s41434-023-00405-1"
"28424485","In vivo dynamics of AAV-mediated gene delivery to sensory neurons of the trigeminal ganglia","Dang CH, Aubert M, De Silva Feelixge HS, Diem K, Loprieno MA, Roychoudhury P, Stone D, Jerome KR.","Sci Rep. 2017 Apr 19;7(1):927. doi: 10.1038/s41598-017-01004-y.","Dang CH","Sci Rep","2017","2017/04/21","PMC5430444","","10.1038/s41598-017-01004-y"
"37074875","A multiplexed barcode approach to simultaneously evaluate gene delivery by adeno-associated virus capsid variants in nonhuman primates","Stone D, Meumann N, Kuhlmann AS, Peterson CW, Xie H, Roychoudhury P, Loprieno MA, Vu XK, Strongin DE, Kenkel EJ, Haick A, Stensland L, Obenza WM, Parrott J, Nelson V, Murnane RD, Huang ML, Aubert M, Kiem HP, Büning H, Jerome KR.","Hepatol Commun. 2023 Jan 20;7(2):e0009. doi: 10.1097/HC9.0000000000000009. eCollection 2023 Feb 1.","Stone D","Hepatol Commun","2023","2023/04/19","","","10.1097/HC9.0000000000000009"
"32998579","Gene Transfer in Adeno-Associated Virus Seropositive Rhesus Macaques Following Rapamycin Treatment and Subcutaneous Delivery of AAV6, but Not Retargeted AAV6 Vectors","Stone D, Kenkel EJ, Loprieno MA, Tanaka M, De Silva Feelixge HS, Kumar AJ, Stensland L, Obenza WM, Wangari S, Ahrens CY, Murnane RD, Peterson CW, Kiem HP, Huang ML, Aubert M, Hu SL, Jerome KR.","Hum Gene Ther. 2021 Jan;32(1-2):96-112. doi: 10.1089/hum.2020.113. Epub 2020 Nov 2.","Stone D","Hum Gene Ther","2021","2020/10/01","PMC8020555","","10.1089/hum.2020.113"
"17855516","p53 and hTERT determine sensitivity to viral apoptosis","Nguyen ML, Kraft RM, Aubert M, Goodwin E, DiMaio D, Blaho JA.","J Virol. 2007 Dec;81(23):12985-95. doi: 10.1128/JVI.01485-07. Epub 2007 Sep 12.","Nguyen ML","J Virol","2007","2007/09/15","PMC2169073","","10.1128/JVI.01485-07"
"24827459","AAV-mediated delivery of zinc finger nucleases targeting hepatitis B virus inhibits active replication","Weber ND, Stone D, Sedlak RH, De Silva Feelixge HS, Roychoudhury P, Schiffer JT, Aubert M, Jerome KR.","PLoS One. 2014 May 14;9(5):e97579. doi: 10.1371/journal.pone.0097579. eCollection 2014.","Weber ND","PLoS One","2014","2014/05/16","PMC4020843","","10.1371/journal.pone.0097579"
"12514701","Measuring T-cell-mediated cytotoxicity using antibody to activated caspase 3","Jerome KR, Sloan DD, Aubert M.","Nat Med. 2003 Jan;9(1):4-5. doi: 10.1038/nm0103-4.","Jerome KR","Nat Med","2003","2003/01/07","","","10.1038/nm0103-4"
"24496438","In vitro Inactivation of Latent HSV by Targeted Mutagenesis Using an HSV-specific Homing Endonuclease","Aubert M, Boyle NM, Stone D, Stensland L, Huang ML, Magaret AS, Galetto R, Rawlings DJ, Scharenberg AM, Jerome KR.","Mol Ther Nucleic Acids. 2014 Feb 4;3(2):e146. doi: 10.1038/mtna.2013.75.","Aubert M","Mol Ther Nucleic Acids","2014","2014/02/06","PMC3951911","","10.1038/mtna.2013.75"
"21399673","Successful targeting and disruption of an integrated reporter lentivirus using the engineered homing endonuclease Y2 I-AniI","Aubert M, Ryu BY, Banks L, Rawlings DJ, Scharenberg AM, Jerome KR.","PLoS One. 2011 Feb 9;6(2):e16825. doi: 10.1371/journal.pone.0016825.","Aubert M","PLoS One","2011","2011/03/15","PMC3036713","","10.1371/journal.pone.0016825"
"19339346","The virological synapse facilitates herpes simplex virus entry into T cells","Aubert M, Yoon M, Sloan DD, Spear PG, Jerome KR.","J Virol. 2009 Jun;83(12):6171-83. doi: 10.1128/JVI.02163-08. Epub 2009 Apr 1.","Aubert M","J Virol","2009","2009/04/03","PMC2687377","","10.1128/JVI.02163-08"
"17067652","Apoptosis and antigen receptor function in T and B cells following exposure to herpes simplex virus","Han JY, Sloan DD, Aubert M, Miller SA, Dang CH, Jerome KR.","Virology. 2007 Mar 15;359(2):253-63. doi: 10.1016/j.virol.2006.09.038. Epub 2006 Oct 24.","Han JY","Virology","2007","2006/10/28","PMC1868478","NIHMS19660","10.1016/j.virol.2006.09.038"
"17080326","Herpes simplex virus blocks apoptosis by precluding mitochondrial cytochrome c release independent of caspase activation in infected human epithelial cells","Aubert M, Pomeranz LE, Blaho JA.","Apoptosis. 2007 Jan;12(1):19-35. doi: 10.1007/s10495-006-0330-3.","Aubert M","Apoptosis","2007","2006/11/03","PMC2799008","","10.1007/s10495-006-0330-3"
"16987059","Herpes simplex virus genes Us3, Us5, and Us12 differentially regulate cytotoxic T lymphocyte-induced cytotoxicity","Aubert M, Krantz EM, Jerome KR.","Viral Immunol. 2006 Summer;19(3):391-408. doi: 10.1089/vim.2006.19.391.","Aubert M","Viral Immunol","2006","2006/09/22","","","10.1089/vim.2006.19.391"
"17959661","The antiapoptotic herpes simplex virus glycoprotein J localizes to multiple cellular organelles and induces reactive oxygen species formation","Aubert M, Chen Z, Lang R, Dang CH, Fowler C, Sloan DD, Jerome KR.","J Virol. 2008 Jan;82(2):617-29. doi: 10.1128/JVI.01341-07. Epub 2007 Oct 24.","Aubert M","J Virol","2008","2007/10/26","PMC2224592","","10.1128/JVI.01341-07"
"12504549","Mutation of the protein tyrosine kinase consensus site in the herpes simplex virus 1 alpha22 gene alters ICP22 posttranslational modification","O'Toole JM, Aubert M, Kotsakis A, Blaho JA.","Virology. 2003 Jan 5;305(1):153-67. doi: 10.1006/viro.2002.1746.","O'Toole JM","Virology","2003","2002/12/31","","","10.1006/viro.2002.1746"
