PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33855863","Increasing access to quality anticancer medicines in low- and middle-income countries: the experience of Uganda","Osinde G, Niyonzima N, Mulema V, Kyambadde D, Mulumba Y, Obayo S, Anecho E, Watera S, Constance M, Kadhumbula S, Orem J.","Future Oncol. 2021 Jul;17(21):2735-2745. doi: 10.2217/fon-2021-0117. Epub 2021 Apr 15.","Osinde G","Future Oncol","2021","2021/04/15","PMC8819588","","10.2217/fon-2021-0117"
"36083142","A prospective study of clinical outcomes of HIV-associated and HIV-negative Kaposi sarcoma in Uganda","Phipps W, Adams SV, Mooka P, Kafeero J, Sekitene S, Mubiru D, Nankoma J, Namirembe C, Okoche L, Namubiru EB, Kayemba S, Baker KK, Redman MW, Casper C, Orem J, Warren EH.","AIDS. 2023 Jan 1;37(1):51-59. doi: 10.1097/QAD.0000000000003376. Epub 2022 Sep 2.","Phipps W","AIDS","2023","2022/09/09","PMC9742184","NIHMS1833599","10.1097/QAD.0000000000003376"
"31205984","Presentation and Outcomes of Childhood Cancer Patients at Uganda Cancer Institute","Mutyaba I, Wabinga HR, Orem J, Casper C, Phipps W.","Glob Pediatr Health. 2019 May 18;6:2333794X19849749. doi: 10.1177/2333794X19849749. eCollection 2019.","Mutyaba I","Glob Pediatr Health","2019","2019/06/18","PMC6537233","","10.1177/2333794X19849749"
"33449804","Breast Cancer Clinical Trials: The Landscape at the Uganda Cancer Institute and Lessons Learned","Menon MP, Niyonzima N, Gralow J, Orem J.","JCO Glob Oncol. 2021 Jan;7:127-132. doi: 10.1200/GO.20.00185.","Menon MP","JCO Glob Oncol","2021","2021/01/15","PMC8081514","","10.1200/GO.20.00185"
"26419306","ACR BI-RADS Use in Low-Income Countries: An Analysis of Diagnostic Breast Ultrasound Practice in Uganda","Scheel JR, Nealey EM, Orem J, Bugeza S, Muyinda Z, Nathan RO, Porter PL, Lehman CD.","J Am Coll Radiol. 2016 Feb;13(2):163-9. doi: 10.1016/j.jacr.2015.07.035. Epub 2015 Sep 26.","Scheel JR","J Am Coll Radiol","2016","2015/10/01","","","10.1016/j.jacr.2015.07.035"
"29381560","Omega-3 decreases IL-6 levels in HIV and human herpesvirus-8 coinfected patients in Uganda","Coghill AE, Schenk JM, Mahkoul Z, Orem J, Phipps W, Casper C.","AIDS. 2018 Feb 20;32(4):505-512. doi: 10.1097/QAD.0000000000001722.","Coghill AE","AIDS","2018","2018/01/31","PMC5872837","NIHMS924066","10.1097/QAD.0000000000001722"
"28107226","Evaluation of a Predictive Staging Model for HIV-Associated Kaposi Sarcoma in Uganda","Okuku F, Krantz EM, Kafeero J, Kamya MR, Orem J, Casper C, Phipps W.","J Acquir Immune Defic Syndr. 2017 Apr 15;74(5):548-554. doi: 10.1097/QAI.0000000000001286.","Okuku F","J Acquir Immune Defic Syndr","2017","2017/01/21","PMC5340582","NIHMS841480","10.1097/QAI.0000000000001286"
"30241147","Association Between HIV Infection and Cancer Stage at Presentation at the Uganda Cancer Institute","Menon MP, Coghill A, Mutyaba IO, Phipps WT, Okuku FM, Harlan JM, Orem J, Casper C.","J Glob Oncol. 2018 Sep;4:1-9. doi: 10.1200/JGO.17.00005. Epub 2017 Oct 16.","Menon MP","J Glob Oncol","2018","2018/09/23","PMC6180750","","10.1200/JGO.17.00005"
"30504187","Capacity building for hematologic malignancies in Uganda: a comprehensive research, training, and care program through the Uganda Cancer Institute-Fred Hutchinson Cancer Research Center collaboration","Okello CD, Ddungu H, Omoding A, Towlerton AMH, Pitorak H, Maggard K, Ewart S, Phipps WT, Uldrick TS, Warren EH, Orem J.","Blood Adv. 2018 Nov 30;2(Suppl 1):8-10. doi: 10.1182/bloodadvances.2018GS111079.","Okello CD","Blood Adv","2018","2018/12/04","PMC6438279","","10.1182/bloodadvances.2018GS111079"
"29296973","High-throughput sequencing of the B-cell receptor in African Burkitt lymphoma reveals clues to pathogenesis","Lombardo KA, Coffey DG, Morales AJ, Carlson CS, Towlerton AMH, Gerdts SE, Nkrumah FK, Neequaye J, Biggar RJ, Orem J, Casper C, Mbulaiteye SM, Bhatia KG, Warren EH.","Blood Adv. 2017 Mar 21;1(9):535-544. doi: 10.1182/bloodadvances.2016000794. eCollection 2017 Mar 28.","Lombardo KA","Blood Adv","2017","2018/01/04","PMC5728594","","10.1182/bloodadvances.2016000794"
"31157502","Survival of children with endemic Burkitt lymphoma in a prospective clinical care project in Uganda","McGoldrick SM, Mutyaba I, Adams SV, Larsen A, Krantz EM, Namirembe C, Mooka P, Nabakooza S, Ndagire M, Mubiru K, Nabwana M, Nankinga R, Gerdts S, Gordon-Maclean C, Geriga F, Omoding A, Sessle E, Kambugu J, Uldrick TS, Orem J, Casper C.","Pediatr Blood Cancer. 2019 Sep;66(9):e27813. doi: 10.1002/pbc.27813. Epub 2019 Jun 3.","McGoldrick SM","Pediatr Blood Cancer","2019","2019/06/04","","","10.1002/pbc.27813"
"30307805","Survey to Assess Knowledge and Reported Practices Regarding Blood Transfusion Among Cancer Physicians in Uganda","Ddungu H, Krantz EM, Phipps W, Naluzze S, Orem J, Kiwanuka N, Wald A, Kajja I.","J Glob Oncol. 2018 Oct;4:1-12. doi: 10.1200/JGO.18.00143.","Ddungu H","J Glob Oncol","2018","2018/10/12","PMC6818296","","10.1200/JGO.18.00143"
"29026166","Virus and host-specific differences in oral human herpesvirus shedding kinetics among Ugandan women and children","Matrajt L, Gantt S, Mayer BT, Krantz EM, Orem J, Wald A, Corey L, Schiffer JT, Casper C.","Sci Rep. 2017 Oct 12;7(1):13105. doi: 10.1038/s41598-017-12994-0.","Matrajt L","Sci Rep","2017","2017/10/14","PMC5638921","","10.1038/s41598-017-12994-0"
"30763144","Engagement in HIV Care and Access to Cancer Treatment Among Patients With HIV-Associated Malignancies in Uganda","Low DH, Phipps W, Orem J, Casper C, Bender Ignacio RA.","J Glob Oncol. 2019 Feb;5:1-8. doi: 10.1200/JGO.18.00187.","Low DH","J Glob Oncol","2019","2019/02/15","PMC6426497","","10.1200/JGO.18.00187"
"30241139","HIV Status and Associated Clinical Characteristics Among Adult Patients With Cancer at the Uganda Cancer Institute","Bender Ignacio R, Ghadrshenas M, Low D, Orem J, Casper C, Phipps W.","J Glob Oncol. 2018 Sep;4:1-10. doi: 10.1200/JGO.17.00112. Epub 2017 Nov 16.","Bender Ignacio R","J Glob Oncol","2018","2018/09/23","PMC6181185","","10.1200/JGO.17.00112"
"23921614","Contribution of HIV infection to mortality among cancer patients in Uganda","Coghill AE, Newcomb PA, Madeleine MM, Richardson BA, Mutyaba I, Okuku F, Phipps W, Wabinga H, Orem J, Casper C.","AIDS. 2013 Nov 28;27(18):2933-42. doi: 10.1097/01.aids.0000433236.55937.cb.","Coghill AE","AIDS","2013","2013/08/08","PMC4319357","NIHMS609665","10.1097/01.aids.0000433236.55937.cb"
"30726290","How low can you go: What is the safe threshold for platelet transfusions in patients with hematologic malignancy in sub-Saharan Africa","Ddungu H, Krantz EM, Kajja I, Naluzze S, Nabbanja H, Nalubwama F, Phipps W, Orem J, Kiwanuka N, Wald A.","PLoS One. 2019 Feb 6;14(2):e0211648. doi: 10.1371/journal.pone.0211648. eCollection 2019.","Ddungu H","PLoS One","2019","2019/02/07","PMC6364911","","10.1371/journal.pone.0211648"
"34153032","Examining the dynamics of Epstein-Barr virus shedding in the tonsils and the impact of HIV-1 coinfection on daily saliva viral loads","Byrne CM, Johnston C, Orem J, Okuku F, Huang ML, Rahman H, Wald A, Corey L, Schiffer JT, Casper C, Coombs D, Gantt S.","PLoS Comput Biol. 2021 Jun 21;17(6):e1009072. doi: 10.1371/journal.pcbi.1009072. eCollection 2021 Jun.","Byrne CM","PLoS Comput Biol","2021","2021/06/21","PMC8248743","","10.1371/journal.pcbi.1009072"
"29389998","Whom to treat? Factors associated with chemotherapy recommendations and outcomes among patients with NHL at the Uganda Cancer Institute","Menon M, Coghill A, Mutyaba I, Okuku F, Phipps W, Harlan J, Orem J, Casper C.","PLoS One. 2018 Feb 1;13(2):e0191967. doi: 10.1371/journal.pone.0191967. eCollection 2018.","Menon M","PLoS One","2018","2018/02/02","PMC5794100","","10.1371/journal.pone.0191967"
"27325412","Improving Breast Ultrasound Interpretation in Uganda Using a Condensed Breast Imaging Reporting and Data System","Scheel JR, Peacock S, Orem J, Bugeza S, Muyinda Z, Porter PL, Wood WC, Comis RL, Lehman CD.","Acad Radiol. 2016 Oct;23(10):1271-7. doi: 10.1016/j.acra.2016.05.018. Epub 2016 Jun 17.","Scheel JR","Acad Radiol","2016","2016/06/22","","","10.1016/j.acra.2016.05.018"
"26486633","Genital Herpes Simplex Virus Type 2 Shedding Among Adults With and Without HIV Infection in Uganda","Phipps W, Nakku-Joloba E, Krantz EM, Selke S, Huang ML, Kambugu F, Orem J, Casper C, Corey L, Wald A.","J Infect Dis. 2016 Feb 1;213(3):439-47. doi: 10.1093/infdis/jiv451. Epub 2015 Oct 20.","Phipps W","J Infect Dis","2016","2015/10/22","PMC4704673","","10.1093/infdis/jiv451"
"32697667","Clinical Trials for Treatment and Prevention of HIV-Associated Malignancies in Sub-Saharan Africa: Building Capacity and Overcoming Barriers","Lin LL, Lakomy DS, Chiao EY, Strother RM, Wirth M, Cesarman E, Borok M, Busakhala N, Chibwesha CJ, Chinula L, Ndlovu N, Orem J, Phipps W, Sewram V, Vogt SL, Sparano JA, Mitsuyasu RT, Krown SE, Gopal S.","JCO Glob Oncol. 2020 Jul;6:1134-1146. doi: 10.1200/GO.20.00153.","Lin LL","JCO Glob Oncol","2020","2020/07/23","PMC7392698","","10.1200/GO.20.00153"
"24904686","Prognosis and delay of diagnosis among Kaposi's sarcoma patients in Uganda: a cross-sectional study","De Boer C, Niyonzima N, Orem J, Bartlett J, Zafar SY.","Infect Agent Cancer. 2014 May 20;9:17. doi: 10.1186/1750-9378-9-17. eCollection 2014.","De Boer C","Infect Agent Cancer","2014","2014/06/07","PMC4045870","","10.1186/1750-9378-9-17"
"27926458","Changes in relative and absolute concentrations of plasma phospholipid fatty acids observed in a randomized trial of Omega-3 fatty acids supplementation in Uganda","Song X, Diep P, Schenk JM, Casper C, Orem J, Makhoul Z, Lampe JW, Neuhouser ML.","Prostaglandins Leukot Essent Fatty Acids. 2016 Nov;114:11-16. doi: 10.1016/j.plefa.2016.09.002. Epub 2016 Sep 30.","Song X","Prostaglandins Leukot Essent Fatty Acids","2016","2016/12/08","PMC5147508","NIHMS822030","10.1016/j.plefa.2016.09.002"
"32071350","Transfusion Challenges in Patients with Hematological Malignancies in Sub-Saharan Africa: A Prospective Observational Study from the Uganda Cancer Institute","Ddungu H, Krantz EM, Kajja I, Naluzze S, Nabbanja H, Nalubwama F, Phipps W, Orem J, Wald A, Kiwanuka N.","Sci Rep. 2020 Feb 18;10(1):2825. doi: 10.1038/s41598-020-59773-y.","Ddungu H","Sci Rep","2020","2020/02/20","PMC7028934","","10.1038/s41598-020-59773-y"
"30557332","Quantitative RNAseq analysis of Ugandan KS tumors reveals KSHV gene expression dominated by transcription from the LTd downstream latency promoter","Rose TM, Bruce AG, Barcy S, Fitzgibbon M, Matsumoto LR, Ikoma M, Casper C, Orem J, Phipps W.","PLoS Pathog. 2018 Dec 17;14(12):e1007441. doi: 10.1371/journal.ppat.1007441. eCollection 2018 Dec.","Rose TM","PLoS Pathog","2018","2018/12/18","PMC6312348","","10.1371/journal.ppat.1007441"
"25844696","A Population-Level Evaluation of the Effect of Antiretroviral Therapy on Cancer Incidence in Kyadondo County, Uganda, 1999-2008","Mutyaba I, Phipps W, Krantz EM, Goldman JD, Nambooze S, Orem J, Wabinga HR, Casper C.","J Acquir Immune Defic Syndr. 2015 Aug 1;69(4):481-6. doi: 10.1097/QAI.0000000000000620.","Mutyaba I","J Acquir Immune Defic Syndr","2015","2015/04/07","PMC4483147","NIHMS675540","10.1097/QAI.0000000000000620"
"26917575","Prospective Characterization of the Risk Factors for Transmission and Symptoms of Primary Human Herpesvirus Infections Among Ugandan Infants","Gantt S, Orem J, Krantz EM, Morrow RA, Selke S, Huang ML, Schiffer JT, Jerome KR, Nakaganda A, Wald A, Casper C, Corey L.","J Infect Dis. 2016 Jul 1;214(1):36-44. doi: 10.1093/infdis/jiw076. Epub 2016 Feb 24.","Gantt S","J Infect Dis","2016","2016/02/27","PMC4907408","","10.1093/infdis/jiw076"
"37540676","Increased frequency and quantity of mucosal and plasma cytomegalovirus replication among Ugandan Adults Living with HIV","McClymont E, Bone J, Orem J, Okuku F, Kalinaki M, Saracino M, Huang ML, Selke S, Wald A, Corey L, Casper C, Boucoiran I, Johnston C, Gantt S.","PLoS One. 2023 Aug 4;18(8):e0287516. doi: 10.1371/journal.pone.0287516. eCollection 2023.","McClymont E","PLoS One","2023","2023/08/04","","","10.1371/journal.pone.0287516"
