PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30307805","Survey to Assess Knowledge and Reported Practices Regarding Blood Transfusion Among Cancer Physicians in Uganda","Ddungu H, Krantz EM, Phipps W, Naluzze S, Orem J, Kiwanuka N, Wald A, Kajja I.","J Glob Oncol. 2018 Oct;4:1-12. doi: 10.1200/JGO.18.00143.","Ddungu H","J Glob Oncol","2018","2018/10/12","PMC6818296","","10.1200/JGO.18.00143"
"31921347","Towards universal coverage-highlights from the 2nd Uganda Conference on Cancer and Palliative Care, 5-6 September 2019, Kampala, Uganda","Downing J, Niyonzima N, Guma S, Batuli M, Kiwanuka R, Atuhe I, Nalukwago Z, Mwesiga M, Phipps W, Ddungu H.","Ecancermedicalscience. 2019 Nov 19;13:976. doi: 10.3332/ecancer.2019.976. eCollection 2019.","Downing J","Ecancermedicalscience","2019","2020/01/11","PMC6946418","","10.3332/ecancer.2019.976"
"29389998","Whom to treat? Factors associated with chemotherapy recommendations and outcomes among patients with NHL at the Uganda Cancer Institute","Menon M, Coghill A, Mutyaba I, Okuku F, Phipps W, Harlan J, Orem J, Casper C.","PLoS One. 2018 Feb 1;13(2):e0191967. doi: 10.1371/journal.pone.0191967. eCollection 2018.","Menon M","PLoS One","2018","2018/02/02","PMC5794100","","10.1371/journal.pone.0191967"
"21288817","Persistent genital herpes simplex virus-2 shedding years following the first clinical episode","Phipps W, Saracino M, Magaret A, Selke S, Remington M, Huang ML, Warren T, Casper C, Corey L, Wald A.","J Infect Dis. 2011 Jan 15;203(2):180-7. doi: 10.1093/infdis/jiq035. Epub 2010 Dec 9.","Phipps W","J Infect Dis","2011","2011/02/04","PMC3058740","NIHMS226805","10.1093/infdis/jiq035"
"32071350","Transfusion Challenges in Patients with Hematological Malignancies in Sub-Saharan Africa: A Prospective Observational Study from the Uganda Cancer Institute","Ddungu H, Krantz EM, Kajja I, Naluzze S, Nabbanja H, Nalubwama F, Phipps W, Orem J, Wald A, Kiwanuka N.","Sci Rep. 2020 Feb 18;10(1):2825. doi: 10.1038/s41598-020-59773-y.","Ddungu H","Sci Rep","2020","2020/02/20","PMC7028934","","10.1038/s41598-020-59773-y"
"30763144","Engagement in HIV Care and Access to Cancer Treatment Among Patients With HIV-Associated Malignancies in Uganda","Low DH, Phipps W, Orem J, Casper C, Bender Ignacio RA.","J Glob Oncol. 2019 Feb;5:1-8. doi: 10.1200/JGO.18.00187.","Low DH","J Glob Oncol","2019","2019/02/15","PMC6426497","","10.1200/JGO.18.00187"
"26865856","Patterns of human herpesvirus-8 oral shedding among diverse cohorts of human herpesvirus-8 seropositive persons","Bender Ignacio RA, Goldman JD, Magaret AS, Selke S, Huang ML, Gantt S, Johnston C, Phipps WT, Schiffer JT, Zuckerman RA, McClelland RS, Celum C, Corey L, Wald A, Casper C.","Infect Agent Cancer. 2016 Feb 10;11:7. doi: 10.1186/s13027-016-0052-2. eCollection 2016.","Bender Ignacio RA","Infect Agent Cancer","2016","2016/02/12","PMC4748452","","10.1186/s13027-016-0052-2"
"30504187","Capacity building for hematologic malignancies in Uganda: a comprehensive research, training, and care program through the Uganda Cancer Institute-Fred Hutchinson Cancer Research Center collaboration","Okello CD, Ddungu H, Omoding A, Towlerton AMH, Pitorak H, Maggard K, Ewart S, Phipps WT, Uldrick TS, Warren EH, Orem J.","Blood Adv. 2018 Nov 30;2(Suppl 1):8-10. doi: 10.1182/bloodadvances.2018GS111079.","Okello CD","Blood Adv","2018","2018/12/04","PMC6438279","","10.1182/bloodadvances.2018GS111079"
"30557332","Quantitative RNAseq analysis of Ugandan KS tumors reveals KSHV gene expression dominated by transcription from the LTd downstream latency promoter","Rose TM, Bruce AG, Barcy S, Fitzgibbon M, Matsumoto LR, Ikoma M, Casper C, Orem J, Phipps W.","PLoS Pathog. 2018 Dec 17;14(12):e1007441. doi: 10.1371/journal.ppat.1007441. eCollection 2018 Dec.","Rose TM","PLoS Pathog","2018","2018/12/18","PMC6312348","","10.1371/journal.ppat.1007441"
"21103057","Gender differences in clinical presentation and outcomes of epidemic Kaposi sarcoma in Uganda","Phipps W, Ssewankambo F, Nguyen H, Saracino M, Wald A, Corey L, Orem J, Kambugu A, Casper C.","PLoS One. 2010 Nov 12;5(11):e13936. doi: 10.1371/journal.pone.0013936.","Phipps W","PLoS One","2010","2010/11/25","PMC2980479","","10.1371/journal.pone.0013936"
"12163861","Risk of medical sharps injuries among Chinese nurses","Phipps W, Honghong W, Min Y, Burgess J, Pellico L, Watkins CW, Guoping H, Williams A.","Am J Infect Control. 2002 Aug;30(5):277-82. doi: 10.1067/mic.2002.122435.","Phipps W","Am J Infect Control","2002","2002/08/07","","","10.1067/mic.2002.122435"
"26486633","Genital Herpes Simplex Virus Type 2 Shedding Among Adults With and Without HIV Infection in Uganda","Phipps W, Nakku-Joloba E, Krantz EM, Selke S, Huang ML, Kambugu F, Orem J, Casper C, Corey L, Wald A.","J Infect Dis. 2016 Feb 1;213(3):439-47. doi: 10.1093/infdis/jiv451. Epub 2015 Oct 20.","Phipps W","J Infect Dis","2016","2015/10/22","PMC4704673","","10.1093/infdis/jiv451"
"30726290","How low can you go: What is the safe threshold for platelet transfusions in patients with hematologic malignancy in sub-Saharan Africa","Ddungu H, Krantz EM, Kajja I, Naluzze S, Nabbanja H, Nalubwama F, Phipps W, Orem J, Kiwanuka N, Wald A.","PLoS One. 2019 Feb 6;14(2):e0211648. doi: 10.1371/journal.pone.0211648. eCollection 2019.","Ddungu H","PLoS One","2019","2019/02/07","PMC6364911","","10.1371/journal.pone.0211648"
"25844696","A Population-Level Evaluation of the Effect of Antiretroviral Therapy on Cancer Incidence in Kyadondo County, Uganda, 1999-2008","Mutyaba I, Phipps W, Krantz EM, Goldman JD, Nambooze S, Orem J, Wabinga HR, Casper C.","J Acquir Immune Defic Syndr. 2015 Aug 1;69(4):481-6. doi: 10.1097/QAI.0000000000000620.","Mutyaba I","J Acquir Immune Defic Syndr","2015","2015/04/07","PMC4483147","NIHMS675540","10.1097/QAI.0000000000000620"
"18486089","Pregnancy complications associated with hepatitis C: data from a 2003-2005 Washington state birth cohort","Pergam SA, Wang CC, Gardella CM, Sandison TG, Phipps WT, Hawes SE.","Am J Obstet Gynecol. 2008 Jul;199(1):38.e1-9. doi: 10.1016/j.ajog.2008.03.052. Epub 2008 May 19.","Pergam SA","Am J Obstet Gynecol","2008","2008/05/20","PMC2517631","NIHMS57935","10.1016/j.ajog.2008.03.052"
"29290759","United against cancer: prevention to end-of-life care-highlights from the Uganda Cancer Institute-Palliative Care Association of Uganda Joint International Conference on Cancer and Palliative Care and the 7th Palliative Care Conference, 24-25 August 2017, Kampala, Uganda","Downing J, Ddungu H, Kiyange F, Batuli M, Kafeero J, Kebirungi H, Kiwanuka R, Mugisha N, Mwebesa E, Mwesiga M, Namukwaya E, Niyonzima N, Phipps W, Orem J.","Ecancermedicalscience. 2017 Dec 14;11:790. doi: 10.3332/ecancer.2017.790. eCollection 2017.","Downing J","Ecancermedicalscience","2017","2018/01/02","PMC5739871","","10.3332/ecancer.2017.790"
"19556925","Risk factors for repeat syphilis in men who have sex with men, San Francisco","Phipps W, Kent CK, Kohn R, Klausner JD.","Sex Transm Dis. 2009 Jun;36(6):331-5. doi: 10.1097/OLQ.0b013e3181990c85.","Phipps W","Sex Transm Dis","2009","2009/06/27","","","10.1097/OLQ.0b013e3181990c85"
