PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"12014809","Psoralen and ultraviolet A irradiation (PUVA) as therapy for steroid-resistant cutaneous acute graft-versus-host disease","Furlong T, Leisenring W, Storb R, Anasetti C, Appelbaum FR, Carpenter PA, Deeg HJ, Doney K, Kiem HP, Nash RA, Sanders JE, Witherspoon R, Thompson D, Martin PJ.","Biol Blood Marrow Transplant. 2002;8(4):206-12. doi: 10.1053/bbmt.2002.v8.pm12014809.","Furlong T","Biol Blood Marrow Transplant","2002","2002/05/17","","","10.1053/bbmt.2002.v8.pm12014809"
"14739227","Efficient lentiviral gene transfer to canine repopulating cells using an overnight transduction protocol","Horn PA, Keyser KA, Peterson LJ, Neff T, Thomasson BM, Thompson J, Kiem HP.","Blood. 2004 May 15;103(10):3710-6. doi: 10.1182/blood-2003-07-2414. Epub 2004 Jan 22.","Horn PA","Blood","2004","2004/01/24","","","10.1182/blood-2003-07-2414"
"19336761","Long-term polyclonal and multilineage engraftment of methylguanine methyltransferase P140K gene-modified dog hematopoietic cells in primary and secondary recipients","Beard BC, Sud R, Keyser KA, Ironside C, Neff T, Gerull S, Trobridge GD, Kiem HP.","Blood. 2009 May 21;113(21):5094-103. doi: 10.1182/blood-2008-09-176412. Epub 2009 Mar 31.","Beard BC","Blood","2009","2009/04/02","PMC2686180","","10.1182/blood-2008-09-176412"
"19887033","Simian varicella virus in pigtailed macaques (Macaca nemestrina): clinical, pathologic, and virologic features","Hukkanen RR, Gillen M, Grant R, Liggitt HD, Kiem HP, Kelley ST.","Comp Med. 2009 Oct;59(5):482-7.","Hukkanen RR","Comp Med","2009","2009/11/06","PMC2771606","",""
"16687492","Continuous electrical oscillations emerge from a coupled network: a study of the inferior olive using lentiviral knockdown of connexin36","Placantonakis DG, Bukovsky AA, Aicher SA, Kiem HP, Welsh JP.","J Neurosci. 2006 May 10;26(19):5008-16. doi: 10.1523/JNEUROSCI.0146-06.2006.","Placantonakis DG","J Neurosci","2006","2006/05/12","PMC6674237","","10.1523/JNEUROSCI.0146-06.2006"
"14617759","Methylguanine methyltransferase-mediated in vivo selection and chemoprotection of allogeneic stem cells in a large-animal model","Neff T, Horn PA, Peterson LJ, Thomasson BM, Thompson J, Williams DA, Schmidt M, Georges GE, von Kalle C, Kiem HP.","J Clin Invest. 2003 Nov;112(10):1581-8. doi: 10.1172/JCI18782.","Neff T","J Clin Invest","2003","2003/11/18","PMC259127","","10.1172/JCI18782"
"12423678","In vivo administration of interferon gamma does not cause marrow aplasia in mice with a targeted disruption of FANCC","Kurre P, Anandakumar P, Grompe M, Kiem HP.","Exp Hematol. 2002 Nov;30(11):1257-62. doi: 10.1016/s0301-472x(02)00932-3.","Kurre P","Exp Hematol","2002","2002/11/09","","","10.1016/s0301-472x(02)00932-3"
"15345282","Fanconi anemia type C-deficient hematopoietic cells are resistant to TRAIL (TNF-related apoptosis-inducing ligand)-induced cleavage of pro-caspase-8","Platzbecker U, Kurre P, Guardiola P, Ward JL, Radich JP, Kiem HP, Deeg HJ.","Exp Hematol. 2004 Sep;32(9):815-21. doi: 10.1016/j.exphem.2004.06.002.","Platzbecker U","Exp Hematol","2004","2004/09/04","","","10.1016/j.exphem.2004.06.002"
"17411365","Extended core sequences from the cHS4 insulator are necessary for protecting retroviral vectors from silencing position effects","Aker M, Tubb J, Groth AC, Bukovsky AA, Bell AC, Felsenfeld G, Kiem HP, Stamatoyannopoulos G, Emery DW.","Hum Gene Ther. 2007 Apr;18(4):333-43. doi: 10.1089/hum.2007.021.","Aker M","Hum Gene Ther","2007","2007/04/07","","","10.1089/hum.2007.021"
"12816869","Distinct hematopoietic stem/progenitor cell populations are responsible for repopulating NOD/SCID mice compared with nonhuman primates","Horn PA, Thomasson BM, Wood BL, Andrews RG, Morris JC, Kiem HP.","Blood. 2003 Dec 15;102(13):4329-35. doi: 10.1182/blood-2003-01-0082. Epub 2003 Jun 19.","Horn PA","Blood","2003","2003/06/21","","","10.1182/blood-2003-01-0082"
"21263156","Comparative analysis of risk factors for acute graft-versus-host disease and for chronic graft-versus-host disease according to National Institutes of Health consensus criteria","Flowers ME, Inamoto Y, Carpenter PA, Lee SJ, Kiem HP, Petersdorf EW, Pereira SE, Nash RA, Mielcarek M, Fero ML, Warren EH, Sanders JE, Storb RF, Appelbaum FR, Storer BE, Martin PJ.","Blood. 2011 Mar 17;117(11):3214-9. doi: 10.1182/blood-2010-08-302109. Epub 2011 Jan 24.","Flowers ME","Blood","2011","2011/01/26","PMC3062319","","10.1182/blood-2010-08-302109"
"16968897","Foamy-virus-mediated gene transfer to canine repopulating cells","Kiem HP, Allen J, Trobridge G, Olson E, Keyser K, Peterson L, Russell DW.","Blood. 2007 Jan 1;109(1):65-70. doi: 10.1182/blood-2006-04-016741. Epub 2006 Sep 12.","Kiem HP","Blood","2007","2006/09/14","PMC1785072","","10.1182/blood-2006-04-016741"
"15983549","A phase I/II study of mycophenolate mofetil in combination with cyclosporine for prophylaxis of acute graft-versus-host disease after myeloablative conditioning and allogeneic hematopoietic cell transplantation","Nash RA, Johnston L, Parker P, McCune JS, Storer B, Slattery JT, Furlong T, Anasetti C, Appelbaum FR, Lloid ME, Deeg HJ, Kiem HP, Martin PJ, Schubert MM, Witherspoon RP, Forman SJ, Blume KG, Storb R.","Biol Blood Marrow Transplant. 2005 Jul;11(7):495-505. doi: 10.1016/j.bbmt.2005.03.006.","Nash RA","Biol Blood Marrow Transplant","2005","2005/06/29","","","10.1016/j.bbmt.2005.03.006"
"17875719","A capsid-modified, conditionally replicating oncolytic adenovirus vector expressing TRAIL Leads to enhanced cancer cell killing in human glioblastoma models","Wohlfahrt ME, Beard BC, Lieber A, Kiem HP.","Cancer Res. 2007 Sep 15;67(18):8783-90. doi: 10.1158/0008-5472.CAN-07-0357.","Wohlfahrt ME","Cancer Res","2007","2007/09/19","","","10.1158/0008-5472.CAN-07-0357"
"19450760","Longitudinal assessment of morbidity and acute graft-versus-host disease after allogeneic hematopoietic cell transplantation: retrospective analysis of a multicenter phase III study","Carnevale-Schianca F, Leisenring W, Martin PJ, Furlong T, Schoch G, Anasetti C, Appelbaum FR, Carpenter PA, Deeg HJ, Kiem HP, Storb R, McDonald GB, Nash RA.","Biol Blood Marrow Transplant. 2009 Jun;15(6):749-56. doi: 10.1016/j.bbmt.2009.03.009.","Carnevale-Schianca F","Biol Blood Marrow Transplant","2009","2009/05/20","PMC2684865","NIHMS103941","10.1016/j.bbmt.2009.03.009"
"15194058","Efficient marking of murine long-term repopulating stem cells targeting unseparated marrow cells at low lentiviral vector particle concentration","Kurre P, Anandakumar P, Harkey MA, Thomasson B, Kiem HP.","Mol Ther. 2004 Jun;9(6):914-22. doi: 10.1016/j.ymthe.2004.03.008.","Kurre P","Mol Ther","2004","2004/06/15","","","10.1016/j.ymthe.2004.03.008"
"15960598","Evaluation of biodistribution and safety of adenovirus vectors containing group B fibers after intravenous injection into baboons","Ni S, Bernt K, Gaggar A, Li ZY, Kiem HP, Lieber A.","Hum Gene Ther. 2005 Jun;16(6):664-77. doi: 10.1089/hum.2005.16.664.","Ni S","Hum Gene Ther","2005","2005/06/18","PMC1351080","NIHMS5647","10.1089/hum.2005.16.664"
"12847331","Reduced toxicity and prompt engraftment after minimal conditioning of a patient with Fanconi anemia undergoing hematopoietic stem cell transplantation from an HLA-matched unrelated donor","Kurre P, Pulsipher M, Woolfrey A, Maris M, Sandmaier B, Kiem HP, Storb R.","J Pediatr Hematol Oncol. 2003 Jul;25(7):581-3. doi: 10.1097/00043426-200307000-00019.","Kurre P","J Pediatr Hematol Oncol","2003","2003/07/09","","","10.1097/00043426-200307000-00019"
"12393453","Highly efficient gene transfer into baboon marrow repopulating cells using GALV-pseudotype oncoretroviral vectors produced by human packaging cells","Horn PA, Topp MS, Morris JC, Riddell SR, Kiem HP.","Blood. 2002 Dec 1;100(12):3960-7. doi: 10.1182/blood-2002-05-1359. Epub 2002 Aug 8.","Horn PA","Blood","2002","2002/10/24","","","10.1182/blood-2002-05-1359"
"21787196","Differential effects of HOXB4 and NUP98-HOXA10hd on hematopoietic repopulating cells in a nonhuman primate model","Watts KL, Zhang X, Beard BC, Chiu SY, Trobridge GD, Humphries RK, Kiem HP.","Hum Gene Ther. 2011 Dec;22(12):1475-82. doi: 10.1089/hum.2011.100. Epub 2011 Sep 6.","Watts KL","Hum Gene Ther","2011","2011/07/27","PMC3237696","","10.1089/hum.2011.100"
"20626083","Evaluation of posttransplant methotrexate to facilitate engraftment in the canine major histocompatibility complex-haploidentical nonmyeloablative transplant model","Thakar MS, Santos EB, Gooley TA, Sale G, Storb R, Kiem HP, Sandmaier BM.","Transplantation. 2010 Jul 15;90(1):14-22. doi: 10.1097/tp.0b013e3181e0a0c4.","Thakar MS","Transplantation","2010","2010/07/14","PMC2921965","NIHMS213425","10.1097/tp.0b013e3181e0a0c4"
"11858190","Morbidity and mortality of chronic GVHD after hematopoietic stem cell transplantation from HLA-identical siblings for patients with aplastic or refractory anemias","Goerner M, Gooley T, Flowers ME, Sullivan KM, Kiem HP, Sanders JE, Martin PJ, Storb R.","Biol Blood Marrow Transplant. 2002;8(1):47-56. doi: 10.1053/bbmt.2002.v8.pm11858190.","Goerner M","Biol Blood Marrow Transplant","2002","2002/02/23","","","10.1053/bbmt.2002.v8.pm11858190"
"15006605","Long-term clinical and molecular follow-up of large animals receiving retrovirally transduced stem and progenitor cells: no progression to clonal hematopoiesis or leukemia","Kiem HP, Sellers S, Thomasson B, Morris JC, Tisdale JF, Horn PA, Hematti P, Adler R, Kuramoto K, Calmels B, Bonifacino A, Hu J, von Kalle C, Schmidt M, Sorrentino B, Nienhuis A, Blau CA, Andrews RG, Donahue RE, Dunbar CE.","Mol Ther. 2004 Mar;9(3):389-95. doi: 10.1016/j.ymthe.2003.12.006.","Kiem HP","Mol Ther","2004","2004/03/10","","","10.1016/j.ymthe.2003.12.006"
"12149198","Conditioning with targeted busulfan and cyclophosphamide for hemopoietic stem cell transplantation from related and unrelated donors in patients with myelodysplastic syndrome","Deeg HJ, Storer B, Slattery JT, Anasetti C, Doney KC, Hansen JA, Kiem HP, Martin PJ, Petersdorf E, Radich JP, Sanders JE, Shulman HM, Warren EH, Witherspoon RP, Bryant EM, Chauncey TR, Getzendaner L, Storb R, Appelbaum FR.","Blood. 2002 Aug 15;100(4):1201-7. doi: 10.1182/blood-2002-02-0527.","Deeg HJ","Blood","2002","2002/08/01","","","10.1182/blood-2002-02-0527"
"18842099","Blockade of alpha6-integrin reveals diversity in homing patterns among human, baboon, and murine cells","Bonig H, Priestley GV, Wohlfahrt M, Kiem HP, Papayannopoulou T.","Stem Cells Dev. 2009 Jul-Aug;18(6):839-44. doi: 10.1089/scd.2008.0269.","Bonig H","Stem Cells Dev","2009","2008/10/10","PMC2866506","NIHMS186674","10.1089/scd.2008.0269"
"18092920","Induction of transgene-specific cytotoxic T lymphocyte responses after transplantation of gene-modified CD34+ cells despite nonablative immunosuppressive conditioning","Piasecki JC, Beagles K, Beard BC, Riddell S, Kiem HP.","Hum Gene Ther. 2008 Jan;19(1):103-7. doi: 10.1089/hum.2007.086.","Piasecki JC","Hum Gene Ther","2008","2007/12/21","","","10.1089/hum.2007.086"
"17536975","In vivo selection and chemoprotection after drug resistance gene therapy in a nonmyeloablative allogeneic transplantation setting in dogs","Gerull S, Beard BC, Peterson LJ, Neff T, Kiem HP.","Hum Gene Ther. 2007 May;18(5):451-6. doi: 10.1089/hum.2006.039.","Gerull S","Hum Gene Ther","2007","2007/06/01","","","10.1089/hum.2006.039"
"19616601","Transmission and expansion of HOXB4-induced leukemia in two immunosuppressed dogs: implications for a new canine leukemia model","Thakar MS, Zhang XB, Beard BC, Sale GE, Santos EB, Peterson L, Kiem HP, Sandmaier BM.","Exp Hematol. 2009 Oct;37(10):1157-66. doi: 10.1016/j.exphem.2009.07.004. Epub 2009 Jul 17.","Thakar MS","Exp Hematol","2009","2009/07/21","PMC2748853","NIHMS133234","10.1016/j.exphem.2009.07.004"
"15596407","Interleukin-7 improves reconstitution of antiviral CD4 T cells","Lu H, Zhao Z, Kalina T, Gillespy T 3rd, Liggitt D, Andrews RG, Maloney DG, Kiem HP, Storek J.","Clin Immunol. 2005 Jan;114(1):30-41. doi: 10.1016/j.clim.2004.08.008.","Lu H","Clin Immunol","2005","2004/12/15","","","10.1016/j.clim.2004.08.008"
"17588482","Hematopoietic stem cell engraftment: a direct comparison between intramarrow and intravenous injection in nonhuman primates","Jung CW, Beard BC, Morris JC, Neff T, Beebe K, Storer BE, Kiem HP.","Exp Hematol. 2007 Jul;35(7):1132-9. doi: 10.1016/j.exphem.2007.04.004.","Jung CW","Exp Hematol","2007","2007/06/26","","","10.1016/j.exphem.2007.04.004"
"16637742","Differential effects of HOXB4 on nonhuman primate short- and long-term repopulating cells","Zhang XB, Beard BC, Beebe K, Storer B, Humphries RK, Kiem HP.","PLoS Med. 2006 May;3(5):e173. doi: 10.1371/journal.pmed.0030173. Epub 2006 May 2.","Zhang XB","PLoS Med","2006","2006/04/28","PMC1450018","","10.1371/journal.pmed.0030173"
"16390267","Hematopoietic stem cell transduction and amplification in large animal models","Trobridge G, Beard BC, Kiem HP.","Hum Gene Ther. 2005 Dec;16(12):1355-66. doi: 10.1089/hum.2005.16.1355.","Trobridge G","Hum Gene Ther","2005","2006/01/05","","","10.1089/hum.2005.16.1355"
"17105396","Transgene expression by a large fraction of dendritic cells following autologous transplantation of retrovirally transduced CD34 cells","Storek J, Kiem HP.","Stem Cells Dev. 2006 Oct;15(5):619-21. doi: 10.1089/scd.2006.15.619.","Storek J","Stem Cells Dev","2006","2006/11/16","","","10.1089/scd.2006.15.619"
"15479725","De novo generation of CD4 T cells against viruses present in the host during immune reconstitution","Kalina T, Lu H, Zhao Z, Blewett E, Dittmer DP, Randolph-Habecker J, Maloney DG, Andrews RG, Kiem HP, Storek J.","Blood. 2005 Mar 15;105(6):2410-4. doi: 10.1182/blood-2004-01-0348. Epub 2004 Oct 12.","Kalina T","Blood","2005","2004/10/14","","","10.1182/blood-2004-01-0348"
"15779864","Overexpression of glutathione-S-transferase, MGSTII, confers resistance to busulfan and melphalan","Harkey MA, Czerwinski M, Slattery J, Kiem HP.","Cancer Invest. 2005;23(1):19-25.","Harkey MA","Cancer Invest","2005","2005/03/23","","",""
"17518616","Unique integration profiles in a canine model of long-term repopulating cells transduced with gammaretrovirus, lentivirus, or foamy virus","Beard BC, Keyser KA, Trobridge GD, Peterson LJ, Miller DG, Jacobs M, Kaul R, Kiem HP.","Hum Gene Ther. 2007 May;18(5):423-34. doi: 10.1089/hum.2007.011.","Beard BC","Hum Gene Ther","2007","2007/05/24","","","10.1089/hum.2007.011"
"12869503","Scaffold attachment region-containing retrovirus vectors improve long-term proviral expression after transplantation of GFP-modified CD34+ baboon repopulating cells","Kurre P, Morris J, Thomasson B, Kohn DB, Kiem HP.","Blood. 2003 Nov 1;102(9):3117-9. doi: 10.1182/blood-2003-03-0962. Epub 2003 Jul 17.","Kurre P","Blood","2003","2003/07/19","","","10.1182/blood-2003-03-0962"
"14512305","Induction of cytotoxic T-lymphocyte responses to enhanced green and yellow fluorescent proteins after myeloablative conditioning","Morris JC, Conerly M, Thomasson B, Storek J, Riddell SR, Kiem HP.","Blood. 2004 Jan 15;103(2):492-9. doi: 10.1182/blood-2003-07-2324. Epub 2003 Sep 25.","Morris JC","Blood","2004","2003/09/27","","","10.1182/blood-2003-07-2324"
"17421055","Improved short-term engraftment of lentivirally versus gammaretrovirally transduced allogeneic canine repopulating cells","Neff T, Gerull S, Peterson LJ, Kiem HP.","J Gene Med. 2007 May;9(5):357-61. doi: 10.1002/jgm.1033.","Neff T","J Gene Med","2007","2007/04/11","","","10.1002/jgm.1033"
"16822905","Expansion of SCID repopulating cells does not prove expansion of hematopoietic stem cells","Horn PA, Kiem HP.","Blood. 2006 Jul 15;108(2):771; author reply 771-2. doi: 10.1182/blood-2006-02-002618.","Horn PA","Blood","2006","2006/07/11","","","10.1182/blood-2006-02-002618"
"12031122","Ex vivo selection for oncoretrovirally transduced green fluorescent protein-expressing CD34-enriched cells increases short-term engraftment of transduced cells in baboons","Kiem HP, Rasko JE, Morris J, Peterson L, Kurre P, Andrews RG.","Hum Gene Ther. 2002 May 20;13(8):891-9. doi: 10.1089/10430340252939005.","Kiem HP","Hum Gene Ther","2002","2002/05/29","","","10.1089/10430340252939005"
