PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34489590","An updated guide for the perplexed: cytometry in the high-dimensional era","Liechti T, Weber LM, Ashhurst TM, Stanley N, Prlic M, Van Gassen S, Mair F.","Nat Immunol. 2021 Oct;22(10):1190-1197. doi: 10.1038/s41590-021-01006-z.","Liechti T","Nat Immunol","2021","2021/09/07","","","10.1038/s41590-021-01006-z"
"17433873","Requirements for CD8 T-cell priming, memory generation and maintenance","Prlic M, Williams MA, Bevan MJ.","Curr Opin Immunol. 2007 Jun;19(3):315-9. doi: 10.1016/j.coi.2007.04.010. Epub 2007 Apr 12.","Prlic M","Curr Opin Immunol","2007","2007/04/17","","","10.1016/j.coi.2007.04.010"
"30129205","Herpes simplex virus-2 dynamics as a probe to measure the extremely rapid and spatially localized tissue-resident T-cell response","Schiffer JT, Swan DA, Prlic M, Lund JM.","Immunol Rev. 2018 Sep;285(1):113-133. doi: 10.1111/imr.12672.","Schiffer JT","Immunol Rev","2018","2018/08/22","PMC6752889","NIHMS1029834","10.1111/imr.12672"
"11959508","Homeostatic expansion versus antigen-driven proliferation: common ends by different means?","Prlic M, Jameson SC.","Microbes Infect. 2002 Apr;4(5):531-7. doi: 10.1016/s1286-4579(02)01569-1.","Prlic M","Microbes Infect","2002","2002/04/18","","","10.1016/s1286-4579(02)01569-1"
"37314481","Recurrent infection transiently expands human tissue T cells while maintaining long-term homeostasis","Davé V, Richert-Spuhler LE, Arkatkar T, Warrier L, Pholsena T, Johnston C, Schiffer JT, Prlic M, Lund JM.","J Exp Med. 2023 Sep 4;220(9):e20210692. doi: 10.1084/jem.20210692. Epub 2023 Jun 14.","Davé V","J Exp Med","2023","2023/06/14","PMC10267593","","10.1084/jem.20210692"
"31414569","OMIP-44: 28-Color Immunophenotyping of the Human Dendritic Cell Compartment","Mair F, Prlic M.","Cytometry A. 2019 Aug;95(8):925-926. doi: 10.1002/cyto.a.23854. Epub 2019 Jul 7.","Mair F","Cytometry A","2019","2019/08/16","","","10.1002/cyto.a.23854"
"29356334","OMIP-044: 28-color immunophenotyping of the human dendritic cell compartment","Mair F, Prlic M.","Cytometry A. 2018 Apr;93(4):402-405. doi: 10.1002/cyto.a.23331. Epub 2018 Jan 22.","Mair F","Cytometry A","2018","2018/01/23","PMC6785241","NIHMS1013454","10.1002/cyto.a.23331"
"19571872","Immunology: A metabolic switch to memory","Prlic M, Bevan MJ.","Nature. 2009 Jul 2;460(7251):41-2. doi: 10.1038/460041a.","Prlic M","Nature","2009","2009/07/03","","","10.1038/460041a"
"31312028","A pro-inflammatory CD8+ T-cell subset patrols the cervicovaginal tract","Pattacini L, Woodward Davis A, Czartoski J, Mair F, Presnell S, Hughes SM, Hyrien O, Lentz GM, Kirby AC, Fialkow MF, Hladik F, Prlic M, Lund JM.","Mucosal Immunol. 2019 Sep;12(5):1118-1129. doi: 10.1038/s41385-019-0186-9. Epub 2019 Jul 16.","Pattacini L","Mucosal Immunol","2019","2019/07/18","PMC6717561","NIHMS1532161","10.1038/s41385-019-0186-9"
"32125285","Tissue-resident T cell-derived cytokines eliminate herpes simplex virus-2-infected cells","Roychoudhury P, Swan DA, Duke E, Corey L, Zhu J, Davé V, Spuhler LR, Lund JM, Prlic M, Schiffer JT.","J Clin Invest. 2020 Jun 1;130(6):2903-2919. doi: 10.1172/JCI132583.","Roychoudhury P","J Clin Invest","2020","2020/03/04","PMC7260013","","10.1172/JCI132583"
"36951943","Memory T cells possess an innate-like function in local protection from mucosal infection","Arkatkar T, Davé V, Cruz Talavera I, Graham JB, Swarts JL, Hughes SM, Bell TA, Hock P, Farrington J, Shaw GD, Kirby A, Fialkow M, Huang ML, Jerome KR, Ferris MT, Hladik F, Schiffer JT, Prlic M, Lund JM.","J Clin Invest. 2023 May 15;133(10):e162800. doi: 10.1172/JCI162800.","Arkatkar T","J Clin Invest","2023","2023/03/23","PMC10178838","","10.1172/JCI162800"
"16574856","Immunology. An antibody paradox, resolved","Prlic M, Bevan MJ.","Science. 2006 Mar 31;311(5769):1875-6. doi: 10.1126/science.1126030.","Prlic M","Science","2006","2006/04/01","","","10.1126/science.1126030"
"28638104","Anti-proliferative therapy for HIV cure: a compound interest approach","Reeves DB, Duke ER, Hughes SM, Prlic M, Hladik F, Schiffer JT.","Sci Rep. 2017 Jun 21;7(1):4011. doi: 10.1038/s41598-017-04160-3.","Reeves DB","Sci Rep","2017","2017/06/23","PMC5479830","","10.1038/s41598-017-04160-3"
"31974109","Inflammatory Cytokines Induce Sustained CTLA-4 Cell Surface Expression on Human MAIT Cells","Berkson JD, Slichter CK, DeBerg HA, Delaney MA, Woodward-Davis AS, Maurice NJ, Lwo Y, Ko A, Hsu J, Chiu YW, Linsley PS, Dixon D, Prlic M.","Immunohorizons. 2020 Jan 23;4(1):14-22. doi: 10.4049/immunohorizons.1900061.","Berkson JD","Immunohorizons","2020","2020/01/25","PMC7357853","NIHMS1594755","10.4049/immunohorizons.1900061"
"31676770","CXCR3 enables recruitment and site-specific bystander activation of memory CD8(+) T cells","Maurice NJ, McElrath MJ, Andersen-Nissen E, Frahm N, Prlic M.","Nat Commun. 2019 Nov 1;10(1):4987. doi: 10.1038/s41467-019-12980-2.","Maurice NJ","Nat Commun","2019","2019/11/03","PMC6825240","","10.1038/s41467-019-12980-2"
"35105810","Convergent clonal selection of donor- and recipient-derived CMV-specific T cells in hematopoietic stem cell transplant patients","Erickson JR, Stevens-Ayers T, Mair F, Edmison B, Boeckh M, Bradley P, Prlic M.","Proc Natl Acad Sci U S A. 2022 Feb 8;119(6):e2117031119. doi: 10.1073/pnas.2117031119.","Erickson JR","Proc Natl Acad Sci U S A","2022","2022/02/02","PMC8833188","","10.1073/pnas.2117031119"
"34088770","Cervicovaginal Tissue Residence Confers a Distinct Differentiation Program upon Memory CD8 T Cells","Davé VA, Cardozo-Ojeda EF, Mair F, Erickson J, Woodward-Davis AS, Koehne A, Soerens A, Czartoski J, Teague C, Potchen N, Oberle S, Zehn D, Schiffer JT, Lund JM, Prlic M.","J Immunol. 2021 Jun 15;206(12):2937-2948. doi: 10.4049/jimmunol.2100166. Epub 2021 Jun 4.","Davé VA","J Immunol","2021","2021/06/05","PMC8642491","NIHMS1695343","10.4049/jimmunol.2100166"
"33953338","The human memory T cell compartment changes across tissues of the female reproductive tract","Woodward Davis AS, Vick SC, Pattacini L, Voillet V, Hughes SM, Lentz GM, Kirby AC, Fialkow MF, Gottardo R, Hladik F, Lund JM, Prlic M.","Mucosal Immunol. 2021 Jul;14(4):862-872. doi: 10.1038/s41385-021-00406-6. Epub 2021 May 5.","Woodward Davis AS","Mucosal Immunol","2021","2021/05/06","PMC8225572","NIHMS1694115","10.1038/s41385-021-00406-6"
"33205061","Human Tumor-Infiltrating MAIT Cells Display Hallmarks of Bacterial Antigen Recognition in Colorectal Cancer","Li S, Simoni Y, Becht E, Loh CY, Li N, Lachance D, Koo SL, Lim TP, Tan EKW, Mathew R, Nguyen A, Golovato J, Berkson JD, Prlic M, Lee B, Minot SS, Nagarajan N, Dey N, Tan DSW, Tan IB, Newell EW.","Cell Rep Med. 2020 Jun 23;1(3):100039. doi: 10.1016/j.xcrm.2020.100039. eCollection 2020 Jun 23.","Li S","Cell Rep Med","2020","2020/11/18","PMC7659584","","10.1016/j.xcrm.2020.100039"
"34757794","A regulatory T cell signature distinguishes the immune landscape of COVID-19 patients from those with other respiratory infections","Vick SC, Frutoso M, Mair F, Konecny AJ, Greene E, Wolf CR, Logue JK, Franko NM, Boonyaratanakornkit J, Gottardo R, Schiffer JT, Chu HY, Prlic M, Lund JM.","Sci Adv. 2021 Nov 12;7(46):eabj0274. doi: 10.1126/sciadv.abj0274. Epub 2021 Nov 10.","Vick SC","Sci Adv","2021","2021/11/10","PMC8580318","","10.1126/sciadv.abj0274"
"32978859","OMIP-070: NKp46-Based 27-Color Phenotyping to Define Natural Killer Cells Isolated From Human Tumor Tissues","Frutoso M, Mair F, Prlic M.","Cytometry A. 2020 Oct;97(10):1052-1056. doi: 10.1002/cyto.a.24230. Epub 2020 Oct 8.","Frutoso M","Cytometry A","2020","2020/09/26","PMC7702032","","10.1002/cyto.a.24230"
"35821289","Mucosal viral infection induces a regulatory T cell activation phenotype distinct from tissue residency in mouse and human tissues","Traxinger B, Vick SC, Woodward-Davis A, Voillet V, Erickson JR, Czartoski J, Teague C, Prlic M, Lund JM.","Mucosal Immunol. 2022 May;15(5):1012-1027. doi: 10.1038/s41385-022-00542-7. Epub 2022 Jul 11.","Traxinger B","Mucosal Immunol","2022","2022/07/13","PMC9391309","NIHMS1818507","10.1038/s41385-022-00542-7"
"30045971","A Fixed Spatial Structure of CD8(+) T Cells in Tissue during Chronic HSV-2 Infection","Schiffer JT, Swan DA, Roychoudhury P, Lund JM, Prlic M, Zhu J, Wald A, Corey L.","J Immunol. 2018 Sep 1;201(5):1522-1535. doi: 10.4049/jimmunol.1800471. Epub 2018 Jul 25.","Schiffer JT","J Immunol","2018","2018/07/27","PMC6103892","NIHMS977566","10.4049/jimmunol.1800471"
"29618662","Human MAIT cells exit peripheral tissues and recirculate via lymph in steady state conditions","Voillet V, Buggert M, Slichter CK, Berkson JD, Mair F, Addison MM, Dori Y, Nadolski G, Itkin MG, Gottardo R, Betts MR, Prlic M.","JCI Insight. 2018 Apr 5;3(7):e98487. doi: 10.1172/jci.insight.98487. eCollection 2018 Apr 5.","Voillet V","JCI Insight","2018","2018/04/06","PMC5928862","","10.1172/jci.insight.98487"
"34032638","Inflammatory signals are sufficient to elicit TOX expression in mouse and human CD8+ T cells","Maurice NJ, Berner J, Taber AK, Zehn D, Prlic M.","JCI Insight. 2021 Jul 8;6(13):e150744. doi: 10.1172/jci.insight.150744.","Maurice NJ","JCI Insight","2021","2021/05/25","PMC8410038","","10.1172/jci.insight.150744"
"27732840","A Minimum Epitope Overlap between Infections Strongly Narrows the Emerging T Cell Repertoire","Oberle SG, Hanna-El-Daher L, Chennupati V, Enouz S, Scherer S, Prlic M, Zehn D.","Cell Rep. 2016 Oct 11;17(3):627-635. doi: 10.1016/j.celrep.2016.09.072.","Oberle SG","Cell Rep","2016","2016/10/13","PMC5081394","","10.1016/j.celrep.2016.09.072"
"17554057","Rapid generation of a functional NK-cell compartment","Prlic M, Kamimura D, Bevan MJ.","Blood. 2007 Sep 15;110(6):2024-6. doi: 10.1182/blood-2007-04-086108. Epub 2007 Jun 6.","Prlic M","Blood","2007","2007/06/08","PMC1976371","","10.1182/blood-2007-04-086108"
"31801887","The human tissue-resident CCR5(+) T cell compartment maintains protective and functional properties during inflammation","Woodward Davis AS, Roozen HN, Dufort MJ, DeBerg HA, Delaney MA, Mair F, Erickson JR, Slichter CK, Berkson JD, Klock AM, Mack M, Lwo Y, Ko A, Brand RM, McGowan I, Linsley PS, Dixon DR, Prlic M.","Sci Transl Med. 2019 Dec 4;11(521):eaaw8718. doi: 10.1126/scitranslmed.aaw8718.","Woodward Davis AS","Sci Transl Med","2019","2019/12/06","PMC7416666","NIHMS1594761","10.1126/scitranslmed.aaw8718"
"31622420","Extracellular vesicles in human semen modulate antigen-presenting cell function and decrease downstream antiviral T cell responses","Vojtech L, Zhang M, Davé V, Levy C, Hughes SM, Wang R, Calienes F, Prlic M, Nance E, Hladik F.","PLoS One. 2019 Oct 17;14(10):e0223901. doi: 10.1371/journal.pone.0223901. eCollection 2019.","Vojtech L","PLoS One","2019","2019/10/18","PMC6797208","","10.1371/journal.pone.0223901"
"27331143","Distinct activation thresholds of human conventional and innate-like memory T cells","Slichter CK, McDavid A, Miller HW, Finak G, Seymour BJ, McNevin JP, Diaz G, Czartoski JL, McElrath MJ, Gottardo R, Prlic M.","JCI Insight. 2016 Jun 2;1(8):e86292. doi: 10.1172/jci.insight.86292.","Slichter CK","JCI Insight","2016","2016/06/23","PMC4912124","NIHMS793479","10.1172/jci.insight.86292"
"23523350","Bystander-activated memory CD8 T cells control early pathogen load in an innate-like, NKG2D-dependent manner","Chu T, Tyznik AJ, Roepke S, Berkley AM, Woodward-Davis A, Pattacini L, Bevan MJ, Zehn D, Prlic M.","Cell Rep. 2013 Mar 28;3(3):701-8. doi: 10.1016/j.celrep.2013.02.020. Epub 2013 Mar 21.","Chu T","Cell Rep","2013","2013/03/26","PMC3628815","NIHMS449219","10.1016/j.celrep.2013.02.020"
"18946035","Exploring regulatory mechanisms of CD8+ T cell contraction","Prlic M, Bevan MJ.","Proc Natl Acad Sci U S A. 2008 Oct 28;105(43):16689-94. doi: 10.1073/pnas.0808997105. Epub 2008 Oct 22.","Prlic M","Proc Natl Acad Sci U S A","2008","2008/10/24","PMC2571911","","10.1073/pnas.0808997105"
"36582473","Substantial uneven proliferation of CD4(+) T cells during recovery from acute HIV infection is sufficient to explain the observed expanded clones in the HIV reservoir","Tettamanti Boshier FA, Reeves DB, Duke ER, Swan DA, Prlic M, Cardozo-Ojeda EF, Schiffer JT.","J Virus Erad. 2022 Nov 30;8(4):100091. doi: 10.1016/j.jve.2022.100091. eCollection 2022 Dec.","Tettamanti Boshier FA","J Virus Erad","2022","2022/12/30","PMC9792356","","10.1016/j.jve.2022.100091"
"28576979","Controlled Human Malaria Infection Leads to Long-Lasting Changes in Innate and Innate-like Lymphocyte Populations","Mpina M, Maurice NJ, Yajima M, Slichter CK, Miller HW, Dutta M, McElrath MJ, Stuart KD, De Rosa SC, McNevin JP, Linsley PS, Abdulla S, Tanner M, Hoffman SL, Gottardo R, Daubenberger CA, Prlic M.","J Immunol. 2017 Jul 1;199(1):107-118. doi: 10.4049/jimmunol.1601989. Epub 2017 Jun 2.","Mpina M","J Immunol","2017","2017/06/04","PMC5528886","NIHMS874361","10.4049/jimmunol.1601989"
"33000001","AbSeq Protocol Using the Nano-Well Cartridge-Based Rhapsody Platform to Generate Protein and Transcript Expression Data on the Single-Cell Level","Erickson JR, Mair F, Bugos G, Martin J, Tyznik AJ, Nakamoto M, Mortimer S, Prlic M.","STAR Protoc. 2020 Sep 18;1(2):100092. doi: 10.1016/j.xpro.2020.100092. Epub 2020 Aug 25.","Erickson JR","STAR Protoc","2020","2020/10/01","PMC7523635","NIHMS1630725","10.1016/j.xpro.2020.100092"
"28158203","Silymarin suppresses basal and stimulus-induced activation, exhaustion, differentiation, and inflammatory markers in primary human immune cells","Lovelace ES, Maurice NJ, Miller HW, Slichter CK, Harrington R, Magaret A, Prlic M, De Rosa S, Polyak SJ.","PLoS One. 2017 Feb 3;12(2):e0171139. doi: 10.1371/journal.pone.0171139. eCollection 2017.","Lovelace ES","PLoS One","2017","2017/02/04","PMC5291532","","10.1371/journal.pone.0171139"
"21724993","Cutting edge: β-catenin is dispensable for T cell effector differentiation, memory formation, and recall responses","Prlic M, Bevan MJ.","J Immunol. 2011 Aug 15;187(4):1542-6. doi: 10.4049/jimmunol.1100907. Epub 2011 Jul 1.","Prlic M","J Immunol","2011","2011/07/05","PMC3150307","NIHMS304886","10.4049/jimmunol.1100907"
"26653891","MAST: a flexible statistical framework for assessing transcriptional changes and characterizing heterogeneity in single-cell RNA sequencing data","Finak G, McDavid A, Yajima M, Deng J, Gersuk V, Shalek AK, Slichter CK, Miller HW, McElrath MJ, Prlic M, Linsley PS, Gottardo R.","Genome Biol. 2015 Dec 10;16:278. doi: 10.1186/s13059-015-0844-5.","Finak G","Genome Biol","2015","2015/12/15","PMC4676162","","10.1186/s13059-015-0844-5"
"22396780","Dissociating markers of senescence and protective ability in memory T cells","Prlic M, Sacks JA, Bevan MJ.","PLoS One. 2012;7(3):e32576. doi: 10.1371/journal.pone.0032576. Epub 2012 Mar 2.","Prlic M","PLoS One","2012","2012/03/08","PMC3292574","","10.1371/journal.pone.0032576"
"19907075","PKCtheta is required for alloreactivity and GVHD but not for immune responses toward leukemia and infection in mice","Valenzuela JO, Iclozan C, Hossain MS, Prlic M, Hopewell E, Bronk CC, Wang J, Celis E, Engelman RW, Blazar BR, Bevan MJ, Waller EK, Yu XZ, Beg AA.","J Clin Invest. 2009 Dec;119(12):3774-86. doi: 10.1172/JCI39692. Epub 2009 Nov 9.","Valenzuela JO","J Clin Invest","2009","2009/11/13","PMC2786796","","10.1172/JCI39692"
"33791720","A differential regulatory T cell signature distinguishes the immune landscape of COVID-19 hospitalized patients from those hospitalized with other respiratory viral infections","Vick SC, Frutoso M, Mair F, Konecny AJ, Greene E, Wolf CR, Logue JK, Boonyaratanakornkit J, Gottardo R, Schiffer JT, Chu HY, Prlic M, Lund JM.","medRxiv. 2021 Mar 26:2021.03.25.21254376. doi: 10.1101/2021.03.25.21254376. Preprint.","Vick SC","medRxiv","2021","2021/04/01","PMC8010752","","10.1101/2021.03.25.21254376"
"16081781","Characteristics of NK cell migration early after vaccinia infection","Prlic M, Gibbs J, Jameson SC.","J Immunol. 2005 Aug 15;175(4):2152-7. doi: 10.4049/jimmunol.175.4.2152.","Prlic M","J Immunol","2005","2005/08/06","","","10.4049/jimmunol.175.4.2152"
"15334079","Environmental conservation: bystander CD4 T cells keep CD8 memories fresh","Hamilton SE, Prlic M, Jameson SC.","Nat Immunol. 2004 Sep;5(9):873-4. doi: 10.1038/ni0904-873.","Hamilton SE","Nat Immunol","2004","2004/08/31","","","10.1038/ni0904-873"
"24273000","Inflammation and TCR signal strength determine the breadth of the T cell response in a bim-dependent manner","Zehn D, Roepke S, Weakly K, Bevan MJ, Prlic M.","J Immunol. 2014 Jan 1;192(1):200-5. doi: 10.4049/jimmunol.1302289. Epub 2013 Nov 22.","Zehn D","J Immunol","2014","2013/11/26","PMC3903384","NIHMS535106","10.4049/jimmunol.1302289"
"28566371","Single-Cell RNA Sequencing Reveals Expanded Clones of Islet Antigen-Reactive CD4(+) T Cells in Peripheral Blood of Subjects with Type 1 Diabetes","Cerosaletti K, Barahmand-Pour-Whitman F, Yang J, DeBerg HA, Dufort MJ, Murray SA, Israelsson E, Speake C, Gersuk VH, Eddy JA, Reijonen H, Greenbaum CJ, Kwok WW, Wambre E, Prlic M, Gottardo R, Nepom GT, Linsley PS.","J Immunol. 2017 Jul 1;199(1):323-335. doi: 10.4049/jimmunol.1700172. Epub 2017 May 31.","Cerosaletti K","J Immunol","2017","2017/06/02","PMC5499675","NIHMS872454","10.4049/jimmunol.1700172"
"12695488","In vivo survival and homeostatic proliferation of natural killer cells","Prlic M, Blazar BR, Farrar MA, Jameson SC.","J Exp Med. 2003 Apr 21;197(8):967-76. doi: 10.1084/jem.20021847. Epub 2003 Apr 14.","Prlic M","J Exp Med","2003","2003/04/16","PMC2193876","","10.1084/jem.20021847"
"23719296","Positive selection of mC46-expressing CD4+ T cells and maintenance of virus specific immunity in a primate AIDS model","Younan PM, Polacino P, Kowalski JP, Peterson CW, Maurice NJ, Williams NP, Ho O, Trobridge GD, Von Laer D, Prlic M, Beard BC, DeRosa S, Hu SL, Kiem HP.","Blood. 2013 Jul 11;122(2):179-87. doi: 10.1182/blood-2013-01-482224. Epub 2013 May 29.","Younan PM","Blood","2013","2013/05/31","PMC3709653","","10.1182/blood-2013-01-482224"
"12070294","Multiple choices: regulation of memory CD8 T cell generation and homeostasis by interleukin (IL)-7 and IL-15","Prlic M, Lefrancois L, Jameson SC.","J Exp Med. 2002 Jun 17;195(12):F49-52. doi: 10.1084/jem.20020767.","Prlic M","J Exp Med","2002","2002/06/19","PMC2193558","","10.1084/jem.20020767"
"24025078","Robust suppression of env-SHIV viremia in Macaca nemestrina by 3-drug ART is independent of timing of initiation during chronic infection","Peterson CW, Younan P, Polacino PS, Maurice NJ, Miller HW, Prlic M, Jerome KR, Woolfrey AE, Hu SL, Kiem HP.","J Med Primatol. 2013 Oct;42(5):237-46. doi: 10.1111/jmp.12060.","Peterson CW","J Med Primatol","2013","2013/09/13","PMC3772551","NIHMS494912","10.1111/jmp.12060"
"12885153","Phage display based cloning of proteins interacting with the cytoplasmic tail of membrane immunoglobulins","Geisberger R, Prlic M, Achatz-Straussberger G, Oberndorfer I, Luger E, Lamers M, Crameri R, Appenzeller U, Wienands J, Breitenbach M, Ferreira F, Achatz G.","Dev Immunol. 2002 Sep;9(3):127-34. doi: 10.1080/1044667031000137584.","Geisberger R","Dev Immunol","2002","2003/07/30","PMC2276102","","10.1080/1044667031000137584"
"17545279","The CD8 T cell response to vaccinia virus exhibits site-dependent heterogeneity of functional responses","Xiao Z, Curtsinger JM, Prlic M, Jameson SC, Mescher MF.","Int Immunol. 2007 Jun;19(6):733-43. doi: 10.1093/intimm/dxm039. Epub 2007 Jun 1.","Xiao Z","Int Immunol","2007","2007/06/05","","","10.1093/intimm/dxm039"
"16908626","Duration of the initial TCR stimulus controls the magnitude but not functionality of the CD8+ T cell response","Prlic M, Hernandez-Hoyos G, Bevan MJ.","J Exp Med. 2006 Sep 4;203(9):2135-43. doi: 10.1084/jem.20060928. Epub 2006 Aug 14.","Prlic M","J Exp Med","2006","2006/08/16","PMC2118397","","10.1084/jem.20060928"
"14634095","Distinct effects of STAT5 activation on CD4+ and CD8+ T cell homeostasis: development of CD4+CD25+ regulatory T cells versus CD8+ memory T cells","Burchill MA, Goetz CA, Prlic M, O'Neil JJ, Harmon IR, Bensinger SJ, Turka LA, Brennan P, Jameson SC, Farrar MA.","J Immunol. 2003 Dec 1;171(11):5853-64. doi: 10.4049/jimmunol.171.11.5853.","Burchill MA","J Immunol","2003","2003/11/25","","","10.4049/jimmunol.171.11.5853"
