PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"16399578","Adoptive transfer of allogeneic antigen-specific T cells","Riddell SR, Bleakley M, Nishida T, Berger C, Warren EH.","Biol Blood Marrow Transplant. 2006 Jan;12(1 Suppl 1):9-12. doi: 10.1016/j.bbmt.2005.10.025.","Riddell SR","Biol Blood Marrow Transplant","2006","2006/01/10","","","10.1016/j.bbmt.2005.10.025"
"21417772","Allogeneic hematopoietic cell transplantation for renal cell carcinoma: ten years after","Tykodi SS, Sandmaier BM, Warren EH, Thompson JA.","Expert Opin Biol Ther. 2011 Jun;11(6):763-73. doi: 10.1517/14712598.2011.566855. Epub 2011 Mar 21.","Tykodi SS","Expert Opin Biol Ther","2011","2011/03/23","PMC3201801","NIHMS325784","10.1517/14712598.2011.566855"
"35013257","CD4 and CD8 co-receptors modulate functional avidity of CD1b-restricted T cells","James CA, Xu Y, Aguilar MS, Jing L, Layton ED, Gilleron M, Minnaard AJ, Scriba TJ, Day CL, Warren EH, Koelle DM, Seshadri C.","Nat Commun. 2022 Jan 10;13(1):78. doi: 10.1038/s41467-021-27764-w.","James CA","Nat Commun","2022","2022/01/11","PMC8748927","","10.1038/s41467-021-27764-w"
"35149986","The impact of B-cell-directed therapy on SARS-CoV-2 vaccine efficacy in chronic lymphocytic leukaemia","Ujjani C, Shadman M, Lynch RC, Tu B, Stevenson PA, Grainger C, Zhu H, Hill JA, Huang ML, Nielsen L, Poh C, Sorensen T, Gopal AK, Warren EH, Till BG, Lee S, Gausman D, Smith SD, Gooley T, Greninger A.","Br J Haematol. 2022 May;197(3):306-309. doi: 10.1111/bjh.18088. Epub 2022 Feb 18.","Ujjani C","Br J Haematol","2022","2022/02/12","PMC9111753","","10.1111/bjh.18088"
"20827186","Defining genetic risk for graft-versus-host disease and mortality following allogeneic hematopoietic stem cell transplantation","Hansen JA, Chien JW, Warren EH, Zhao LP, Martin PJ.","Curr Opin Hematol. 2010 Nov;17(6):483-92. doi: 10.1097/MOH.0b013e32833eb770.","Hansen JA","Curr Opin Hematol","2010","2010/09/10","PMC3177530","NIHMS262551","10.1097/MOH.0b013e32833eb770"
"36913694","Concurrent pembrolizumab with AVD for untreated classic Hodgkin lymphoma","Lynch RC, Ujjani CS, Poh C, Warren EH, Smith SD, Shadman M, Till B, Raghunathan VM, Alig S, Alizadeh AA, Gulhane A, Chen DL, Tseng Y, Coye H, Shelby M, Ottemiller S, Keo S, Verni K, Du H, Vandermeer J, Gaston A, Rasmussen H, Martin P, Marzbani E, Voutsinas J, Gopal AK.","Blood. 2023 May 25;141(21):2576-2586. doi: 10.1182/blood.2022019254.","Lynch RC","Blood","2023","2023/03/13","PMC10273164","","10.1182/blood.2022019254"
"12818225","The graft versus leukemia response after allogeneic hematopoietic stem cell transplantation","Riddell SR, Berger C, Murata M, Randolph S, Warren EH.","Blood Rev. 2003 Sep;17(3):153-62. doi: 10.1016/s0268-960x(03)00007-9.","Riddell SR","Blood Rev","2003","2003/06/24","","","10.1016/s0268-960x(03)00007-9"
"27313329","Genetic risk factors for sclerotic graft-versus-host disease","Inamoto Y, Martin PJ, Flowers ME, Lee SJ, Carpenter PA, Warren EH, Geraghty DE, Lee N, Boeckh MJ, Storer BE, Levine DM, Fan W, Zhao LP, Hansen JA.","Blood. 2016 Sep 15;128(11):1516-24. doi: 10.1182/blood-2016-05-715342. Epub 2016 Jun 16.","Inamoto Y","Blood","2016","2016/06/18","PMC5025901","","10.1182/blood-2016-05-715342"
"36521030","Polatuzumab vedotin with infusional chemotherapy for untreated aggressive B-cell non-Hodgkin lymphomas","Lynch RC, Poh C, Ujjani CS, Warren EH, Smith SD, Shadman M, Morris K, Lee S, Rasmussen H, Ottemiller S, Shelby M, Keo S, Verni K, Kurtz DM, Alizadeh AA, Chabon JJ, Hogan GJ, Schulz A, Gooley T, Voutsinas JM, Gopal AK.","Blood Adv. 2023 Jun 13;7(11):2449-2458. doi: 10.1182/bloodadvances.2022009145.","Lynch RC","Blood Adv","2023","2022/12/15","PMC10241852","","10.1182/bloodadvances.2022009145"
"29296767","High-throughput sequencing reveals novel features of immunoglobulin gene rearrangements in Burkitt lymphoma","Lombardo KA, Coffey DG, Morales AJ, Carlson CS, Towlerton AMH, Gerdts SE, Nkrumah FK, Neequaye J, Biggar RJ, Orem J, Casper C, Mbulaiteye SM, Bhatia KG, Warren EH.","Blood Adv. 2017 Jul 3;1(16):1261-1262. doi: 10.1182/bloodadvances.2017008060. eCollection 2017 Jul 11.","Lombardo KA","Blood Adv","2017","2018/01/04","PMC5728551","","10.1182/bloodadvances.2017008060"
"34083132","RNA helicase, DDX3X, is actively recruited to sites of DNA damage in live cells","Cargill MJ, Morales A, Ravishankar S, Warren EH.","DNA Repair (Amst). 2021 Jul;103:103137. doi: 10.1016/j.dnarep.2021.103137. Epub 2021 May 18.","Cargill MJ","DNA Repair (Amst)","2021","2021/06/04","PMC8544569","NIHMS1710717","10.1016/j.dnarep.2021.103137"
"34250400","High-Throughput Drug Screening and Multi-Omic Analysis to Guide Individualized Treatment for Multiple Myeloma","Coffey DG, Cowan AJ, DeGraaff B, Martins TJ, Curley N, Green DJ, Libby EN, Silbermann R, Chien S, Dai J, Morales A, Gooley TA, Warren EH, Becker PS.","JCO Precis Oncol. 2021 Apr 6;5:PO.20.00442. doi: 10.1200/PO.20.00442. eCollection 2021.","Coffey DG","JCO Precis Oncol","2021","2021/07/12","PMC8232547","","10.1200/PO.20.00442"
"31056762","Outcomes of patients with large B-cell lymphomas and progressive disease following CD19-specific CAR T-cell therapy","Chow VA, Gopal AK, Maloney DG, Turtle CJ, Smith SD, Ujjani CS, Shadman M, Cassaday RD, Till BG, Tseng YD, Warren EH, Shustov AR, Menon MP, Bhark S, Acharya UH, Mullane E, Hannan LM, Voutsinas JM, Gooley TA, Lynch RC.","Am J Hematol. 2019 Aug;94(8):E209-E213. doi: 10.1002/ajh.25505. Epub 2019 May 21.","Chow VA","Am J Hematol","2019","2019/05/07","PMC6776079","NIHMS1036220","10.1002/ajh.25505"
"36083142","A prospective study of clinical outcomes of HIV-associated and HIV-negative Kaposi sarcoma in Uganda","Phipps W, Adams SV, Mooka P, Kafeero J, Sekitene S, Mubiru D, Nankoma J, Namirembe C, Okoche L, Namubiru EB, Kayemba S, Baker KK, Redman MW, Casper C, Orem J, Warren EH.","AIDS. 2023 Jan 1;37(1):51-59. doi: 10.1097/QAD.0000000000003376. Epub 2022 Sep 2.","Phipps W","AIDS","2023","2022/09/09","PMC9742184","NIHMS1833599","10.1097/QAD.0000000000003376"
"30663774","Eligibility for CAR T-cell therapy: An analysis of selection criteria and survival outcomes in chemorefractory DLBCL","Smith SD, Reddy P, Sokolova A, Chow VA, Lynch RC, Shadman MA, Till BG, Shustov AR, Warren EH, Ujjani CS, Menon MP, Tseng YD, Gopal AK.","Am J Hematol. 2019 Apr;94(4):E117-E116. doi: 10.1002/ajh.25411. Epub 2019 Feb 4.","Smith SD","Am J Hematol","2019","2019/01/22","","","10.1002/ajh.25411"
"23656731","High-throughput sequencing of B- and T-lymphocyte antigen receptors in hematology","Warren EH, Matsen FA 4th, Chou J.","Blood. 2013 Jul 4;122(1):19-22. doi: 10.1182/blood-2013-03-453142. Epub 2013 May 8.","Warren EH","Blood","2013","2013/05/10","PMC3701903","","10.1182/blood-2013-03-453142"
"30541882","Cytomegalovirus Exposure in the Elderly Does Not Reduce CD8 T Cell Repertoire Diversity","Lindau P, Mukherjee R, Gutschow MV, Vignali M, Warren EH, Riddell SR, Makar KW, Turtle CJ, Robins HS.","J Immunol. 2019 Jan 15;202(2):476-483. doi: 10.4049/jimmunol.1800217. Epub 2018 Dec 12.","Lindau P","J Immunol","2019","2018/12/14","PMC6321841","","10.4049/jimmunol.1800217"
"36385536","Efficacy, safety, and molecular response predictors of oral ixazomib and short-course rituximab in untreated iNHL","Graf SA, Lynch RC, Ujjani CS, Gooley TA, Rasmussen H, Coffey DG, Cowan AJ, Smith SD, Shadman M, Warren EH, Libby EN, Greninger AL, Fromm JR, Gopal AK.","Blood Adv. 2023 Mar 14;7(5):687-696. doi: 10.1182/bloodadvances.2022008628.","Graf SA","Blood Adv","2023","2022/11/17","PMC9984960","","10.1182/bloodadvances.2022008628"
"28270451","Validation of single nucleotide polymorphisms in invasive aspergillosis following hematopoietic cell transplantation","Fisher CE, Hohl TM, Fan W, Storer BE, Levine DM, Zhao LP, Martin PJ, Warren EH, Boeckh M, Hansen JA.","Blood. 2017 May 11;129(19):2693-2701. doi: 10.1182/blood-2016-10-743294. Epub 2017 Mar 7.","Fisher CE","Blood","2017","2017/03/09","PMC5428460","","10.1182/blood-2016-10-743294"
"27758874","Replication of associations between genetic polymorphisms and chronic graft-versus-host disease","Martin PJ, Fan W, Storer BE, Levine DM, Zhao LP, Warren EH, Flowers ME, Lee SJ, Carpenter PA, Boeckh M, Hingorani S, Yan L, Hu Q, Preus L, Liu S, Spellman S, Zhu X, Pasquini M, McCarthy P, Stram D, Sheng X, Pooler L, Haiman CA, Sucheston-Campbell L, Hahn T, Hansen JA.","Blood. 2016 Nov 17;128(20):2450-2456. doi: 10.1182/blood-2016-07-728063. Epub 2016 Oct 6.","Martin PJ","Blood","2016","2016/10/21","PMC5114491","","10.1182/blood-2016-07-728063"
"27872059","Genome-wide minor histocompatibility matching as related to the risk of graft-versus-host disease","Martin PJ, Levine DM, Storer BE, Warren EH, Zheng X, Nelson SC, Smith AG, Mortensen BK, Hansen JA.","Blood. 2017 Feb 9;129(6):791-798. doi: 10.1182/blood-2016-09-737700. Epub 2016 Nov 21.","Martin PJ","Blood","2017","2016/11/23","PMC5301826","","10.1182/blood-2016-09-737700"
"35585986","Serial Analysis of the T-Cell Receptor β-Chain Repertoire in People Living With HIV Reveals Incomplete Recovery After Long-Term Antiretroviral Therapy","Towlerton AMH, Ravishankar S, Coffey DG, Puronen CE, Warren EH.","Front Immunol. 2022 May 2;13:879190. doi: 10.3389/fimmu.2022.879190. eCollection 2022.","Towlerton AMH","Front Immunol","2022","2022/05/19","PMC9108698","","10.3389/fimmu.2022.879190"
"31570697","Ultradeep, targeted sequencing reveals distinct mutations in blood compared to matched bone marrow among patients with multiple myeloma","Coffey DG, Wu QV, Towlerton AMH, Ornelas S, Morales AJ, Xu Y, Green DJ, Warren EH.","Blood Cancer J. 2019 Sep 30;9(10):77. doi: 10.1038/s41408-019-0238-0.","Coffey DG","Blood Cancer J","2019","2019/10/02","PMC6768874","","10.1038/s41408-019-0238-0"
"27213183","Origin and evolution of the T cell repertoire after posttransplantation cyclophosphamide","Kanakry CG, Coffey DG, Towlerton AM, Vulic A, Storer BE, Chou J, Yeung CC, Gocke CD, Robins HS, O'Donnell PV, Luznik L, Warren EH.","JCI Insight. 2016;1(5):e86252. doi: 10.1172/jci.insight.86252. Epub 2016 Apr 21.","Kanakry CG","JCI Insight","2016","2016/05/24","PMC4874509","NIHMS781151","10.1172/jci.insight.86252"
"36185254","Integrated TCR repertoire analysis and single-cell transcriptomic profiling of tumor-infiltrating T cells in renal cell carcinoma identifies shared and tumor-restricted expanded clones with unique phenotypes","Xu Y, Morales AJ, Towlerton AMH, Akilesh S, Miller CP, Tykodi SS, Warren EH.","Front Oncol. 2022 Sep 14;12:952252. doi: 10.3389/fonc.2022.952252. eCollection 2022.","Xu Y","Front Oncol","2022","2022/10/03","PMC9515957","","10.3389/fonc.2022.952252"
"18299450","DDX3Y encodes a class I MHC-restricted H-Y antigen that is expressed in leukemic stem cells","Rosinski KV, Fujii N, Mito JK, Koo KK, Xuereb SM, Sala-Torra O, Gibbs JS, Radich JP, Akatsuka Y, Van den Eynde BJ, Riddell SR, Warren EH.","Blood. 2008 May 1;111(9):4817-26. doi: 10.1182/blood-2007-06-096313. Epub 2008 Feb 25.","Rosinski KV","Blood","2008","2008/02/27","PMC2343610","","10.1182/blood-2007-06-096313"
"23851683","HLA-F and MHC-I open conformers cooperate in a MHC-I antigen cross-presentation pathway","Goodridge JP, Lee N, Burian A, Pyo CW, Tykodi SS, Warren EH, Yee C, Riddell SR, Geraghty DE.","J Immunol. 2013 Aug 15;191(4):1567-77. doi: 10.4049/jimmunol.1300080. Epub 2013 Jul 12.","Goodridge JP","J Immunol","2013","2013/07/16","PMC3732835","","10.4049/jimmunol.1300080"
"23741009","Toward eliminating HLA class I expression to generate universal cells from allogeneic donors","Torikai H, Reik A, Soldner F, Warren EH, Yuen C, Zhou Y, Crossland DL, Huls H, Littman N, Zhang Z, Tykodi SS, Kebriaei P, Lee DA, Miller JC, Rebar EJ, Holmes MC, Jaenisch R, Champlin RE, Gregory PD, Cooper LJ.","Blood. 2013 Aug 22;122(8):1341-9. doi: 10.1182/blood-2013-03-478255. Epub 2013 Jun 5.","Torikai H","Blood","2013","2013/06/07","PMC3750336","","10.1182/blood-2013-03-478255"
"29296973","High-throughput sequencing of the B-cell receptor in African Burkitt lymphoma reveals clues to pathogenesis","Lombardo KA, Coffey DG, Morales AJ, Carlson CS, Towlerton AMH, Gerdts SE, Nkrumah FK, Neequaye J, Biggar RJ, Orem J, Casper C, Mbulaiteye SM, Bhatia KG, Warren EH.","Blood Adv. 2017 Mar 21;1(9):535-544. doi: 10.1182/bloodadvances.2016000794. eCollection 2017 Mar 28.","Lombardo KA","Blood Adv","2017","2018/01/04","PMC5728594","","10.1182/bloodadvances.2016000794"
"20811043","Overlap and effective size of the human CD8+ T cell receptor repertoire","Robins HS, Srivastava SK, Campregher PV, Turtle CJ, Andriesen J, Riddell SR, Carlson CS, Warren EH.","Sci Transl Med. 2010 Sep 1;2(47):47ra64. doi: 10.1126/scitranslmed.3001442.","Robins HS","Sci Transl Med","2010","2010/09/03","PMC3212437","NIHMS250790","10.1126/scitranslmed.3001442"
"31686124","Preclinical development of T-cell receptor-engineered T-cell therapy targeting the 5T4 tumor antigen on renal cell carcinoma","Xu Y, Morales AJ, Cargill MJ, Towlerton AMH, Coffey DG, Warren EH, Tykodi SS.","Cancer Immunol Immunother. 2019 Dec;68(12):1979-1993. doi: 10.1007/s00262-019-02419-4. Epub 2019 Nov 4.","Xu Y","Cancer Immunol Immunother","2019","2019/11/06","PMC6877496","","10.1007/s00262-019-02419-4"
"29716921","A Multi-center Phase I Trial of Ipilimumab in Patients with Myelodysplastic Syndromes following Hypomethylating Agent Failure","Zeidan AM, Knaus HA, Robinson TM, Towlerton AMH, Warren EH, Zeidner JF, Blackford AL, Duffield AS, Rizzieri D, Frattini MG, Levy YM, Schroeder MA, Ferguson A, Sheldon KE, DeZern AE, Gojo I, Gore SD, Streicher H, Luznik L, Smith BD.","Clin Cancer Res. 2018 Aug 1;24(15):3519-3527. doi: 10.1158/1078-0432.CCR-17-3763. Epub 2018 May 1.","Zeidan AM","Clin Cancer Res","2018","2018/05/03","PMC6680246","NIHMS1030463","10.1158/1078-0432.CCR-17-3763"
"30504187","Capacity building for hematologic malignancies in Uganda: a comprehensive research, training, and care program through the Uganda Cancer Institute-Fred Hutchinson Cancer Research Center collaboration","Okello CD, Ddungu H, Omoding A, Towlerton AMH, Pitorak H, Maggard K, Ewart S, Phipps WT, Uldrick TS, Warren EH, Orem J.","Blood Adv. 2018 Nov 30;2(Suppl 1):8-10. doi: 10.1182/bloodadvances.2018GS111079.","Okello CD","Blood Adv","2018","2018/12/04","PMC6438279","","10.1182/bloodadvances.2018GS111079"
"22306901","Epigenetic modulation to enable antigen-specific T-cell therapy of colorectal cancer","Chou J, Voong LN, Mortales CL, Towlerton AM, Pollack SM, Chen X, Yee C, Robbins PF, Warren EH.","J Immunother. 2012 Feb-Mar;35(2):131-41. doi: 10.1097/CJI.0b013e31824300c7.","Chou J","J Immunother","2012","2012/02/07","PMC3288118","NIHMS345973","10.1097/CJI.0b013e31824300c7"
"28366756","Clinical Determinants of Durable Clinical Benefit of Pembrolizumab in Veterans With Advanced Non-Small-Cell Lung Cancer","Qin A, Street L, Cease K, Viglianti BL, Warren EH, Zhao L, Ramnath N.","Clin Lung Cancer. 2017 Sep;18(5):559-564. doi: 10.1016/j.cllc.2017.01.012. Epub 2017 Feb 9.","Qin A","Clin Lung Cancer","2017","2017/04/04","PMC6037992","NIHMS971772","10.1016/j.cllc.2017.01.012"
"20203263","Leukemia-associated minor histocompatibility antigen discovery using T-cell clones isolated by in vitro stimulation of naive CD8+ T cells","Bleakley M, Otterud BE, Richardt JL, Mollerup AD, Hudecek M, Nishida T, Chaney CN, Warren EH, Leppert MF, Riddell SR.","Blood. 2010 Jun 10;115(23):4923-33. doi: 10.1182/blood-2009-12-260539. Epub 2010 Mar 4.","Bleakley M","Blood","2010","2010/03/06","PMC2890170","","10.1182/blood-2009-12-260539"
"24278200","Phenotypic and transcriptional fidelity of patient-derived colon cancer xenografts in immune-deficient mice","Chou J, Fitzgibbon MP, Mortales CL, Towlerton AM, Upton MP, Yeung RS, McIntosh MW, Warren EH.","PLoS One. 2013 Nov 20;8(11):e79874. doi: 10.1371/journal.pone.0079874. eCollection 2013.","Chou J","PLoS One","2013","2013/11/27","PMC3835935","","10.1371/journal.pone.0079874"
"19671548","Genetic risk for colitis-associated colorectal cancer","Warren EH.","Gut. 2009 Sep;58(9):1177-9. doi: 10.1136/gut.2009.181206.","Warren EH","Gut","2009","2009/08/13","","","10.1136/gut.2009.181206"
"23086621","Diversifying the MHC peptide portfolio","Warren EH.","Blood. 2012 Oct 18;120(16):3165-7. doi: 10.1182/blood-2012-08-451484.","Warren EH","Blood","2012","2012/10/23","","","10.1182/blood-2012-08-451484"
"36159875","Case report: A persistently expanded T cell response in an exceptional responder to radiation and atezolizumab for metastatic non-small cell lung cancer","Coffey DG, Xu Y, Towlerton AMH, Kowanetz M, Hegde P, Darwish M, Yadav M, Blanchette C, Ruppert SM, Bertino S, Xu Q, Ferretti A, Weinheimer A, Hellmann M, Qin A, Thomas D, Warren EH, Ramnath N.","Front Immunol. 2022 Sep 9;13:961105. doi: 10.3389/fimmu.2022.961105. eCollection 2022.","Coffey DG","Front Immunol","2022","2022/09/26","PMC9500393","","10.3389/fimmu.2022.961105"
"12743171","A human minor histocompatibility antigen resulting from differential expression due to a gene deletion","Murata M, Warren EH, Riddell SR.","J Exp Med. 2003 May 19;197(10):1279-89. doi: 10.1084/jem.20030044. Epub 2003 May 12.","Murata M","J Exp Med","2003","2003/05/14","PMC2193779","","10.1084/jem.20030044"
"19935662","Donor-recipient mismatch for common gene deletion polymorphisms in graft-versus-host disease","McCarroll SA, Bradner JE, Turpeinen H, Volin L, Martin PJ, Chilewski SD, Antin JH, Lee SJ, Ruutu T, Storer B, Warren EH, Zhang B, Zhao LP, Ginsburg D, Soiffer RJ, Partanen J, Hansen JA, Ritz J, Palotie A, Altshuler D.","Nat Genet. 2009 Dec;41(12):1341-4. doi: 10.1038/ng.490.","McCarroll SA","Nat Genet","2009","2009/11/26","PMC2804745","NIHMS162937","10.1038/ng.490"
"25653453","Dynamics of the cytotoxic T cell response to a model of acute viral infection","DeWitt WS, Emerson RO, Lindau P, Vignali M, Snyder TM, Desmarais C, Sanders C, Utsugi H, Warren EH, McElrath J, Makar KW, Wald A, Robins HS.","J Virol. 2015 Apr;89(8):4517-26. doi: 10.1128/JVI.03474-14. Epub 2015 Feb 4.","DeWitt WS","J Virol","2015","2015/02/06","PMC4442358","","10.1128/JVI.03474-14"
"21633087","Influence of immunosuppressive treatment on risk of recurrent malignancy after allogeneic hematopoietic cell transplantation","Inamoto Y, Flowers ME, Lee SJ, Carpenter PA, Warren EH, Deeg HJ, Storb RF, Appelbaum FR, Storer BE, Martin PJ.","Blood. 2011 Jul 14;118(2):456-63. doi: 10.1182/blood-2011-01-330217. Epub 2011 Jun 1.","Inamoto Y","Blood","2011","2011/06/03","PMC3138695","","10.1182/blood-2011-01-330217"
"19706884","Comprehensive assessment of T-cell receptor beta-chain diversity in alphabeta T cells","Robins HS, Campregher PV, Srivastava SK, Wacher A, Turtle CJ, Kahsai O, Riddell SR, Warren EH, Carlson CS.","Blood. 2009 Nov 5;114(19):4099-107. doi: 10.1182/blood-2009-04-217604. Epub 2009 Aug 25.","Robins HS","Blood","2009","2009/08/27","PMC2774550","","10.1182/blood-2009-04-217604"
"16960008","An antigen produced by splicing of noncontiguous peptides in the reverse order","Warren EH, Vigneron NJ, Gavin MA, Coulie PG, Stroobant V, Dalet A, Tykodi SS, Xuereb SM, Mito JK, Riddell SR, Van den Eynde BJ.","Science. 2006 Sep 8;313(5792):1444-7. doi: 10.1126/science.1130660.","Warren EH","Science","2006","2006/09/09","","","10.1126/science.1130660"
"20035823","Abnormalities of the alphabeta T-cell receptor repertoire in advanced myelodysplastic syndrome","Campregher PV, Srivastava SK, Deeg HJ, Robins HS, Warren EH.","Exp Hematol. 2010 Mar;38(3):202-12. doi: 10.1016/j.exphem.2009.12.004. Epub 2009 Dec 24.","Campregher PV","Exp Hematol","2010","2009/12/29","PMC2826587","NIHMS167503","10.1016/j.exphem.2009.12.004"
"21440078","Activation and expansion of CD8(+) T effector cells in patients with chronic graft-versus-host disease","Grogan BM, Tabellini L, Storer B, Bumgarner TE, Astigarraga CC, Flowers ME, Lee SJ, Martin PJ, Warren EH, Hansen JA.","Biol Blood Marrow Transplant. 2011 Aug;17(8):1121-32. doi: 10.1016/j.bbmt.2011.03.007. Epub 2011 Mar 24.","Grogan BM","Biol Blood Marrow Transplant","2011","2011/03/29","PMC3177538","NIHMS305955","10.1016/j.bbmt.2011.03.007"
"28126963","Plasma-derived proteomic biomarkers in human leukocyte antigen-haploidentical or human leukocyte antigen-matched bone marrow transplantation using post-transplantation cyclophosphamide","Kanakry CG, Bakoyannis G, Perkins SM, McCurdy SR, Vulic A, Warren EH, Daguindau E, Olmsted T, Mumaw C, Towlerton AMH, Cooke KR, O'Donnell PV, Symons HJ, Paczesny S, Luznik L.","Haematologica. 2017 May;102(5):932-940. doi: 10.3324/haematol.2016.152322. Epub 2017 Jan 25.","Kanakry CG","Haematologica","2017","2017/01/28","PMC5477612","","10.3324/haematol.2016.152322"
"31756415","A Pilot Study of Atezolizumab Plus Hypofractionated Image Guided Radiation Therapy for the Treatment of Advanced Non-Small Cell Lung Cancer","Qin A, Rengan R, Lee S, Santana-Davila R, Goulart BHL, Martins R, Baik C, Kalemkerian GP, Hassan KA, Schneider BJ, Hayman JA, Jolly S, Hearn J, Lawrence TS, Towlerton AMH, Tewari M, Thomas D, Zhao L, Brown N, Frankel TL, Warren EH, Ramnath N.","Int J Radiat Oncol Biol Phys. 2020 Sep 1;108(1):170-177. doi: 10.1016/j.ijrobp.2019.10.047. Epub 2019 Nov 19.","Qin A","Int J Radiat Oncol Biol Phys","2020","2019/11/23","","","10.1016/j.ijrobp.2019.10.047"
"25317334","Tetramer guided, cell sorter assisted production of clinical grade autologous NY-ESO-1 specific CD8(+) T cells","Pollack SM, Jones RL, Farrar EA, Lai IP, Lee SM, Cao J, Pillarisetty VG, Hoch BL, Gullett A, Bleakley M, Conrad EU 3rd, Eary JF, Shibuya KC, Warren EH, Carstens JN, Heimfeld S, Riddell SR, Yee C.","J Immunother Cancer. 2014 Oct 14;2(1):36. doi: 10.1186/s40425-014-0036-y. eCollection 2014.","Pollack SM","J Immunother Cancer","2014","2014/10/16","PMC4196009","","10.1186/s40425-014-0036-y"
